,analysis,Analysis_tokens,Attribute_name,Attribute_tokens,Cluster,cls_Cluster
3615,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak>=LOQ1,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q ##1,9,21
3616,SDS_PAGE_2,sd ##s _ page _ 2,SDS-PAGE Additional Bands >or = to 2.0 % (Non-Reduced),sd ##s - page additional bands > or = to 2 . 0 % ( non - reduced ),9,3
3617,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Unknown Minor Peak >= LOQ 3,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 3,9,21
3618,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Unknown Minor Peak >= LOQ 6,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 6,9,21
3619,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 3,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 3,9,21
3620,BIO_CE-SDS_NR,bio _ ce - sd ##s _ nr,CE-SDS (Non-Reduced) Unknown Minor Peak 3 >= DL,ce - sd ##s ( non - reduced ) unknown minor peak 3 > = dl,9,10
3621,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Unknown Minor peak 3 >= LOQ,ce - sd ##s ( non - reduced ) unknown minor peak 3 > = lo ##q,9,21
3622,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Unknown Minor peak 2 >= LOQ,ce - sd ##s ( non - reduced ) unknown minor peak 2 > = lo ##q,9,21
3623,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak >=LOQ2,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q ##2,9,21
3624,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Minor peak 2 >=LOQ,ce - sd ##s ( reduced ) minor peak 2 > = lo ##q,9,21
3625,CE_SDS,ce _ sd ##s,[CE-SDS (Reduced) Unknown Minor Peak >= LOQ 5],[ ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 5 ],9,21
3626,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak 4>=LOQ,ce - sd ##s ( non - reduced ) unknown minor peak 4 > = lo ##q,9,21
3627,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peaks 1 >=LOQ,ce - sd ##s ( reduced ) minor peaks 1 > = lo ##q,9,21
3628,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak 3>= LOQ,ce - sd ##s ( non - reduced ) unknown minor peak 3 > = lo ##q,9,21
3629,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 13,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 13,9,17
3630,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 11,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 11,9,21
3631,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak 1>= LOQ,ce - sd ##s ( reduced ) unknown minor peak 1 > = lo ##q,9,21
3632,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Minor Peak >= LOQ 5,ce - sd ##s ( non - reduced ) minor peak > = lo ##q 5,9,21
3633,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Unknown Minor Peak >=QL 2,ce - sd ##s ( non - reduced ) unknown minor peak > = q ##l 2,9,21
3634,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Unknown Minor Peak >=QL 4,ce - sd ##s ( non - reduced ) unknown minor peak > = q ##l 4,9,21
3635,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Minor Peak >= LOQ 6,ce - sd ##s ( non - reduced ) minor peak > = lo ##q 6,9,21
3636,CE_SDS,ce _ sd ##s,CE-SDSÂ (Non-Reduced)Â Unknown Minor Peak >= LOQ 3,ce - sd ##sa ( non - reduced ) a unknown minor peak > = lo ##q 3,9,21
3637,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 14,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 14,9,17
3638,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 7,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 7,9,21
3639,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) minor peak >= LOQ 3,ce - sd ##s ( reduced ) minor peak > = lo ##q 3,9,21
3640,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Relative retention time of minor peak>=LOQ1,ce - sd ##s ( reduced ) relative retention time of minor peak > = lo ##q ##1,9,10
3641,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Unknown Minor Peak >=LOQ 7,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 7,9,21
3642,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peaks 3 >=LOQ,ce - sd ##s ( reduced ) minor peaks 3 > = lo ##q,9,21
3643,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) %: Undefined Peak_X >=LOQ,ce - sd ##s ( reduced ) % : und ##efined peak _ x > = lo ##q,9,3
3644,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown minor peak >= LOQ 8,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 8,9,17
3645,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Minor Peak 1(>LOQ),ce - sd ##s ( non - reduced ) minor peak 1 ( > lo ##q ),9,25
3646,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Minor Peak 3 (>LOQ),ce - sd ##s ( non - reduced ) minor peak 3 ( > lo ##q ),9,25
3647,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 12,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 12,9,17
3648,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak 4>= LOQ,ce - sd ##s ( non - reduced ) unknown minor peak 4 > = lo ##q,9,21
3649,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) Migration Time of Minor Peak 1 >=LOQ,ce - sd ##s ( non - reduced ) migration time of minor peak 1 > = lo ##q,9,10
3650,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Relative retention time of minor peak>=LOQ4,ce - sd ##s ( reduced ) relative retention time of minor peak > = lo ##q ##4,9,10
3651,CE_SDS,ce _ sd ##s,CE-SDS (Red.) Rel. Retention Time: Undefined Peak_9 >=LOQ,ce - sd ##s ( red . ) re ##l . retention time : und ##efined peak _ 9 > = lo ##q,9,3
3652,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak < LOQ 1,ce - sd ##s ( non - reduced ) unknown minor peak < lo ##q 1,9,21
3653,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak 5 >=LOQ,ce - sd ##s ( reduced ) unknown minor peak 5 > = lo ##q,9,21
3654,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Minor peak 2 >=LOQ,ce - sd ##s ( non - reduced ) minor peak 2 > = lo ##q,9,3
3655,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown minor peak >= LOQ 3,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 3,9,21
3656,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak 3 >= LOQ,ce - sd ##s ( non - reduced ) unknown minor peak 3 > = lo ##q,9,21
3657,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peaks >LOQ 2,ce - sd ##s ( reduced ) minor peaks > lo ##q 2,9,25
3658,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peaks >LOQ 1,ce - sd ##s ( reduced ) minor peaks > lo ##q 1,9,25
3659,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 2,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 2,9,21
3660,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Minor Peak 6 >= LOQ,ce - sd ##s ( reduced ) minor peak 6 > = lo ##q,9,21
3661,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Unknown Minor Peak >=LOQ 5,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 5,9,21
3662,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Unknown Minor Peak >=LOQ 4,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 4,9,21
3663,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) minor peak >=LOQ 1,ce - sd ##s ( non - reduced ) minor peak > = lo ##q 1,9,21
3664,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Minor Peak 5 >= LOQ,ce - sd ##s ( non - reduced ) minor peak 5 > = lo ##q,9,21
3665,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Minor Peak 5 >= LOQ,ce - sd ##s ( reduced ) minor peak 5 > = lo ##q,9,21
3666,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Minor Peak 3 >= LOQ,ce - sd ##s ( reduced ) minor peak 3 > = lo ##q,9,21
3667,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak < LOQ 3,ce - sd ##s ( non - reduced ) unknown minor peak < lo ##q 3,9,21
3668,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 9,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 9,9,21
3669,CE_SDS,ce _ sd ##s,CE-SDS (NR) Minor Peak 7 >=QL,ce - sd ##s ( nr ) minor peak 7 > = q ##l,9,21
3670,CE_SDS,ce _ sd ##s,CE-SDS (NR) Minor Peak 6 >=QL,ce - sd ##s ( nr ) minor peak 6 > = q ##l,9,21
3671,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 5,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 5,9,21
3672,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 15,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 15,9,17
3673,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak 6 >LOQ,ce - sd ##s ( reduced ) minor peak 6 > lo ##q,9,25
3674,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak 7 >LOQ,ce - sd ##s ( reduced ) minor peak 7 > lo ##q,9,25
3675,CE_SDS,ce _ sd ##s,CE-SDS (Reduced)Unknown Minor peak 2 >= LOQ,ce - sd ##s ( reduced ) unknown minor peak 2 > = lo ##q,9,21
3676,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peaks 2 >=LOQ,ce - sd ##s ( reduced ) minor peaks 2 > = lo ##q,9,21
3677,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) Migration Time of Minor Peak 2 >=LOQ,ce - sd ##s ( non - reduced ) migration time of minor peak 2 > = lo ##q,9,10
3678,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak 2>= LOQ,ce - sd ##s ( reduced ) unknown minor peak 2 > = lo ##q,9,21
3679,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced)  Minor Peak >= QL 3,ce - sd ##s ( non - reduced ) minor peak > = q ##l 3,9,21
3680,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) minor peak >=LOQ 2,ce - sd ##s ( reduced ) minor peak > = lo ##q 2,9,21
3681,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) minor peak >=LOQ 1,ce - sd ##s ( reduced ) minor peak > = lo ##q 1,9,21
3682,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak < LOQ 1,ce - sd ##s ( reduced ) unknown minor peak < lo ##q 1,9,17
3683,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Unknown Minor Peak >=QL 3,ce - sd ##s ( non - reduced ) unknown minor peak > = q ##l 3,9,21
3684,CE_SDS_3,ce _ sd ##s _ 3,CE-SDS (Non-reduced) minor peak >=LOQ 4,ce - sd ##s ( non - reduced ) minor peak > = lo ##q 4,9,21
3685,BIO_CE-SDS_R,bio _ ce - sd ##s _ r,CE-SDS (Reduced) Unknown Minor Peak 2 >= DL,ce - sd ##s ( reduced ) unknown minor peak 2 > = dl,9,10
3686,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) minor peak >= LOQ 2,ce - sd ##s ( reduced ) minor peak > = lo ##q 2,9,21
3687,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Relative retention time of minor peak>=LOQ2,ce - sd ##s ( reduced ) relative retention time of minor peak > = lo ##q ##2,9,10
3688,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) minor peak >=LOQ 2,ce - sd ##s ( reduced ) minor peak > = lo ##q 2,9,21
3689,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) minor peak >=LOQ2,ce - sd ##s ( non - reduced ) minor peak > = lo ##q ##2,9,21
3690,CE_SDS,ce _ sd ##s,CE-SDS (Reduced)Unknown Minor peak 1 >= LOQ,ce - sd ##s ( reduced ) unknown minor peak 1 > = lo ##q,9,21
3691,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Unknown Minor Peak >=LOQ 3,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 3,9,21
3692,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) minor peak >=LOQ 6,ce - sd ##s ( non - reduced ) minor peak > = lo ##q 6,9,21
3693,BIO_CE-SDS_R,bio _ ce - sd ##s _ r,CE-SDS (Reduced) Total LMW peaks >= DL,ce - sd ##s ( reduced ) total l ##m ##w peaks > = dl,9,10
3694,BIO_CE-SDS_R,bio _ ce - sd ##s _ r,CE-SDS (Reduced) Unknown Minor Peak >= LOQ,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q,9,10
3695,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Minor Peak >=LOQ 2,ce - sd ##s ( non - reduced ) minor peak > = lo ##q 2,9,21
3696,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS  (Non-reduced)  Rel. ret. time of minor peak 6 >= LOQ,ce - sd ##s ( non - reduced ) re ##l . re ##t . time of minor peak 6 > = lo ##q,9,3
3697,CE_SDS,ce _ sd ##s,CE-SDS  (Reduced)  Rel. ret. time of minor peak 4 >= LOQ,ce - sd ##s ( reduced ) re ##l . re ##t . time of minor peak 4 > = lo ##q,9,3
3698,CE_SDS,ce _ sd ##s,CE-SDS  (Reduced)  Rel. ret. time of minor peak 5 >= LOQ,ce - sd ##s ( reduced ) re ##l . re ##t . time of minor peak 5 > = lo ##q,9,3
3699,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Minor Peak >= LOQ 6,ce - sd ##s ( reduced ) minor peak > = lo ##q 6,9,21
3700,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak >=LOQ 1,ce - sd ##s ( reduced ) minor peak > = lo ##q 1,9,21
3701,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced) Unknown Minor Peak >= LOQ 9,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 9,9,21
3702,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Migration Time of Minor Peak 3 >=LOQ,ce - sd ##s ( reduced ) migration time of minor peak 3 > = lo ##q,9,10
3703,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak >=LOQ,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q,9,21
3704,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Unknown Minor Peak 1 >=LOQ,ce - sd ##s ( non - reduced ) unknown minor peak 1 > = lo ##q,9,21
3705,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Unknown Minor Peak 2 >=LOQ,ce - sd ##s ( non - reduced ) unknown minor peak 2 > = lo ##q,9,21
3706,CE_SDS,ce _ sd ##s,CE-SDS (NR) Minor Peak 4 >=QL,ce - sd ##s ( nr ) minor peak 4 > = q ##l,9,21
3707,CE_SDS,ce _ sd ##s,CE-SDSÂ (Non-Reduced)Â Unknown Minor Peak >= LOQ 1,ce - sd ##sa ( non - reduced ) a unknown minor peak > = lo ##q 1,9,21
3708,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Minor peak 2 >= LOQ,ce - sd ##s ( non - reduced ) minor peak 2 > = lo ##q,9,3
3709,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak >= LOQ 11,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 11,9,21
3710,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak >= LOQ 12,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 12,9,21
3711,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peaks (>=LOQ),ce - sd ##s ( reduced ) minor peaks ( > = lo ##q ),9,25
3712,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Minor Peak >=LOQ 1,ce - sd ##s ( non - reduced ) minor peak > = lo ##q 1,9,21
3713,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak 2  (>LOQ),ce - sd ##s ( reduced ) minor peak 2 ( > lo ##q ),9,25
3714,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Minor Peak4 (>LOQ),ce - sd ##s ( non - reduced ) minor peak ##4 ( > lo ##q ),9,25
3715,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Minor Peak 4 >= LOQ,ce - sd ##s ( reduced ) minor peak 4 > = lo ##q,9,21
3716,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced) Unknown Minor Peak >= LOQ 8,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 8,9,21
3717,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 6,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 6,9,21
3718,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 10,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 10,9,21
3719,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Migration Time of Minor Peak 2 >= LOQ,ce - sd ##s ( reduced ) migration time of minor peak 2 > = lo ##q,9,10
3720,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) minor peak >= LOQ 1,ce - sd ##s ( reduced ) minor peak > = lo ##q 1,9,21
3721,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) minor peak >= LOQ 4,ce - sd ##s ( reduced ) minor peak > = lo ##q 4,9,21
3722,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) minor peak >=LOQ 2,ce - sd ##s ( non - reduced ) minor peak > = lo ##q 2,9,21
3723,BIO_CE-SDS_NR,bio _ ce - sd ##s _ nr,CE-SDS (Non-Reduced) Unknown Minor Peak 1 >= DL,ce - sd ##s ( non - reduced ) unknown minor peak 1 > = dl,9,10
3724,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak 4 >= LOQ,ce - sd ##s ( non - reduced ) unknown minor peak 4 > = lo ##q,9,21
3725,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak 3>LOQ,ce - sd ##s ( reduced ) minor peak 3 > lo ##q,9,25
3726,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak >= QL 3,ce - sd ##s ( reduced ) minor peak > = q ##l 3,9,21
3727,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Unknown Minor Peak >= QL 5,ce - sd ##s ( reduced ) unknown minor peak > = q ##l 5,9,21
3728,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Rel. Ret. Time of minor peak >= LOQ 2,ce - sd ##s ( non - reduced ) re ##l . re ##t . time of minor peak > = lo ##q 2,9,3
3729,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Rel. Ret. Time of minor peak >= LOQ 1,ce - sd ##s ( non - reduced ) re ##l . re ##t . time of minor peak > = lo ##q 1,9,3
3730,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Rel. Retention Time of minor peak >=LOQ 2,ce - sd ##s ( reduced ) re ##l . retention time of minor peak > = lo ##q 2,9,3
3731,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced) Unknown Minor Peak >= LOQ 7,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 7,9,21
3732,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak 1 >= LOQ,ce - sd ##s ( reduced ) unknown minor peak 1 > = lo ##q,9,21
3733,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak2>LOQ,ce - sd ##s ( reduced ) minor peak ##2 > lo ##q,9,25
3734,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak 1>LOQ,ce - sd ##s ( reduced ) minor peak 1 > lo ##q,9,25
3735,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak 2 >= LOQ,ce - sd ##s ( non - reduced ) unknown minor peak 2 > = lo ##q,9,21
3736,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Migration Time of Minor Peak 1 >=LOQ,ce - sd ##s ( reduced ) migration time of minor peak 1 > = lo ##q,9,10
3737,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Migration Time of Minor Peak 2 >=LOQ,ce - sd ##s ( non - reduced ) migration time of minor peak 2 > = lo ##q,9,10
3738,BIO_CE-SDS_R,bio _ ce - sd ##s _ r,CE-SDS (Reduced) Unknown Minor Peak 3 >= DL,ce - sd ##s ( reduced ) unknown minor peak 3 > = dl,9,10
3739,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak2 (>=LOQ),ce - sd ##s ( reduced ) minor peak ##2 ( > = lo ##q ),9,25
3740,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Unknown Minor Peak >=LOQ 6,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 6,9,21
3741,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) minor peak >=LOQ 7,ce - sd ##s ( reduced ) minor peak > = lo ##q 7,9,21
3742,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) minor peak >=LOQ 6,ce - sd ##s ( reduced ) minor peak > = lo ##q 6,9,21
3743,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) Minor Peak >= QL 3,ce - sd ##s ( non - reduced ) minor peak > = q ##l 3,9,21
3744,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) Unknown Minor Peak >= QL 6,ce - sd ##s ( non - reduced ) unknown minor peak > = q ##l 6,9,21
3745,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) Unknown Minor Peak >= QL 7,ce - sd ##s ( non - reduced ) unknown minor peak > = q ##l 7,9,21
3746,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced) Unknown Minor Peak >= LOQ 10,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 10,9,21
3747,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Rel. rentention time of minor peak >= LOQ 3,ce - sd ##s ( reduced ) re ##l . rent ##ent ##ion time of minor peak > = lo ##q 3,9,10
3748,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak 3  (>LOQ),ce - sd ##s ( reduced ) minor peak 3 ( > lo ##q ),9,25
3749,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak >=LOQ 2,ce - sd ##s ( reduced ) minor peak > = lo ##q 2,9,21
3750,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak >=LOQ,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q,9,21
3751,CE_SDS,ce _ sd ##s,CE-SDS (NR) Minor Peak 5 >=QL,ce - sd ##s ( nr ) minor peak 5 > = q ##l,9,21
3752,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 4,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 4,9,21
3753,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 8,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q 8,9,21
3754,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peaks >LOQ,ce - sd ##s ( reduced ) minor peaks > lo ##q,9,25
3755,CE_SDS,ce _ sd ##s,CE-SDS (R) Minor Peak 2>=QL,ce - sd ##s ( r ) minor peak 2 > = q ##l,9,21
3756,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak < LOQ 2,ce - sd ##s ( reduced ) unknown minor peak < lo ##q 2,9,17
3757,CE_SDS,ce _ sd ##s,CE-SDS 7 (Non-reduced)Unknown Minor peak >= LOQ 3,ce - sd ##s 7 ( non - reduced ) unknown minor peak > = lo ##q 3,9,21
3758,CE_SDS,ce _ sd ##s,CE-SDS 8 (Non-reduced)Unknown Minor peak >= LOQ 4,ce - sd ##s 8 ( non - reduced ) unknown minor peak > = lo ##q 4,9,21
3759,CE_SDS,ce _ sd ##s,CE-SDS (NR) - Minor Peak >= LOQ,ce - sd ##s ( nr ) - minor peak > = lo ##q,9,21
3760,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 10,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 10,9,21
3761,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 9,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 9,9,21
3762,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 11,ce - sd ##s ( reduced ) unknown minor peak > = lo ##q 11,9,21
3763,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced) Relative Retention time of Peak 1 >=LOQ,ce - sd ##s ( non - reduced ) relative retention time of peak 1 > = lo ##q,9,10
3764,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) Migration of Minor Peak >= QL 2,ce - sd ##s ( non - reduced ) migration of minor peak > = q ##l 2,9,10
3765,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Rel. rent. time of minor peak >= LOQ 3,ce - sd ##s ( non - reduced ) re ##l . rent . time of minor peak > = lo ##q 3,9,21
3766,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Rel. rent. time of minor peak >= LOQ 4,ce - sd ##s ( non - reduced ) re ##l . rent . time of minor peak > = lo ##q 4,9,21
3767,CE_SDS,ce _ sd ##s,CE-SDS (Red.) Rel. Retention Time: Undefined Peak_1>=LOQ,ce - sd ##s ( red . ) re ##l . retention time : und ##efined peak _ 1 > = lo ##q,9,3
3768,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Minor Peak 2>LOQ,ce - sd ##s ( reduced ) minor peak 2 > lo ##q,9,25
