analysis,Attribute_name,class_probabilities,labels,max_prob,label
ICIEF,iCIEF Basic Peaks nivo Cumulative Area,[0.9995427131652832],[2],0.9995427131652832,2
ICIEF,iCIEF Main Peaks nivo Cumulative Area,[0.9995404481887817],[2],0.9995404481887817,2
ICIEF,iCIEF Acidic Peaks LAG3 Cumulative Area,[0.9995521903038025],[2],0.9995521903038025,2
SDS_PAGE,SDS-PAGE  (NR) minor band 4 MW = 149,[0.9993152618408203],[0],0.9993152618408203,0
SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW = 185,[0.9993183612823486],[0],0.9993183612823486,0
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=137,[0.999321460723877],[0],0.999321460723877,0
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=161,[0.9993085861206055],[0],0.9993085861206055,0
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=132,[0.9993155002593994],[0],0.9993155002593994,0
PH,PH,[0.9975833892822266],[8],0.9975833892822266,8
CE_SDS,CE-SDS (Reduced) Relative Migration Time of Minor Peak1,[0.9994981288909912],[0],0.9994981288909912,0
POTENCY_1,Potency (Cell Based),[0.9770282506942749],[5],0.9770282506942749,5
CE_SDS,CE-SDS (Non-Reduced) Detection Limit,[0.9995032548904419],[0],0.9995032548904419,0
CE_SDS_2,CE-SDS (Reduced) Detection Limit,[0.9995021820068359],[0],0.9995021820068359,0
BIO_ICIEF,cIEF Basic Peaks,[0.9995392560958862],[2],0.9995392560958862,2
BIO_ICIEF,cIEF Main Peak,[0.9995495676994324],[2],0.9995495676994324,2
BIO_ICIEF,cIEF Acidic Peaks,[0.9995495676994324],[2],0.9995495676994324,2
CE_SDS,CGE (Non-Reduced) Sum of Minor Peaks >= QL,[0.9994456171989441],[0],0.9994456171989441,0
CE_SDS,CGE (Non-Reduced) % Purity,[0.9994971752166748],[0],0.9994971752166748,0
CE_HPLC_2,CEX-HPLC Basic isoforms,[0.9992396831512451],[2],0.9992396831512451,2
CE_HPLC_2,CEX-HPLC Acidic isoforms,[0.9993392825126648],[2],0.9993392825126648,2
CE_HPLC_2,CEX-HPLC Main Peak,[0.9994832277297974],[2],0.9994832277297974,2
CE_SDS,CGE (Non-Reduced) Sum of all minor peaks >= QL,[0.9994446635246277],[0],0.9994446635246277,0
CE_SDS_2,CGE (Reduced) Sum of all minor peaks >= QL,[0.9993928670883179],[0],0.9993928670883179,0
ICIEF,pI of the Main Peak,[0.999415397644043],[2],0.999415397644043,2
CE_SDS,CE-SDS (Non-Reduced) Minor Peak 2 (>LOQ),[0.9995014667510986],[0],0.9995014667510986,0
CE_SDS,CE-SDS (Non-Reduced) Minor Peak 1 (>LOQ),[0.9995017051696777],[0],0.9995017051696777,0
CE_SDS_2,CE-SDS (R) - Limit of Quantitation,[0.9994118213653564],[0],0.9994118213653564,0
CE_SDS_2,CE-SDS (R) - Sum of minor peaks >= LOQ,[0.9993188381195068],[0],0.9993188381195068,0
CE_SDS_2,[CE-SDS (R) - minor peak >=LOQ],[0.9993544220924377],[0],0.9993544220924377,0
CE_SDS_2,CE-SDS (R) - minor peak >= LOQ,[0.9993289709091187],[0],0.9993289709091187,0
SE_HPLC,SE-HPLC High Molecular Weight (LMW) Species,[0.9992142915725708],[3],0.9992142915725708,3
SE_HPLC_2,MM-SE Pre Peaks 1,[0.9991648197174072],[3],0.9991648197174072,3
CE_SDS,CE-SDS (NR) - Minor Peak >= LOQ,[0.9993324875831604],[0],0.9993324875831604,0
CE_SDS,CE-SDS (NR) - Limit of Quantitation for Resolved Minor Peaks,[0.9992818236351013],[0],0.9992818236351013,0
CE_SDS,CE-SDS (NR) - Limit of Quantitation for RRT 2.04,[0.9993926286697388],[0],0.9993926286697388,0
CE_SDS,CE-SDS (NR) - Sum of minor peaks  >= LOQ,[0.9993003606796265],[0],0.9993003606796265,0
CE_SDS_2,CE-SDS (Reduced) minor peak 2 >=LOQ,[0.9994914531707764],[0],0.9994914531707764,0
CE_SDS_2,CE-SDS (Reduced) minor peak 3 >=LOQ,[0.9994927644729614],[0],0.9994927644729614,0
CE_SDS_2,CE-SDS(R) Sum of Minor peaks >= LOQ,[0.9992997646331787],[0],0.9992997646331787,0
CE_SDS,CE-SDS (Non-reduced) Minor Peak 1 >=LOQ,[0.9994984865188599],[0],0.9994984865188599,0
CE_SDS,CE-SDS (Non-reduced) Minor Peak 2 >=LOQ,[0.9994986057281494],[0],0.9994986057281494,0
CE_SDS,CE-SDS (Non-Reduced)Sum of Minor peaks >= LOQ,[0.9994972944259644],[0],0.9994972944259644,0
RP_UPLC,Percentage of LAG3,[0.9956725835800171],[1],0.9956725835800171,1
RP_UPLC,Protein ratio (nivolumab/LAG3),[0.9956575632095337],[1],0.9956575632095337,1
CE_HPLC,CEX Main Peak Area,[0.9995020627975464],[2],0.9995020627975464,2
SE_HPLC_2,Sum of Clipped Species,[0.9990971088409424],[3],0.9990971088409424,3
SE_HPLC_2,Mono-Clipped Species,[0.9991043210029602],[3],0.9991043210029602,3
CE_SDS_2,CE-SDS 5 (result) [CE-SDS (R) - minor peak >= LOQ],[0.9994120597839355],[0],0.9994120597839355,0
CE_SDS,CE-SDS (Non-Reduced) Minor Peak 2 >= LOQ,[0.9994986057281494],[0],0.9994986057281494,0
CE_SDS,CE-SDS (Non-Reduced) Minor Peak 1 >= LOQ,[0.9994984865188599],[0],0.9994984865188599,0
CE_SDS,CE-SDS (Non-Reduced) Minor Peak 3 >= LOQ,[0.9994992017745972],[0],0.9994992017745972,0
CE_SDS_2,CE-SDS (Reduced) Minor Peak 1 >= LOQ,[0.9994921684265137],[0],0.9994921684265137,0
HPLC,RP-HPLC Purity (Main Peak),[0.9960798621177673],[1],0.9960798621177673,1
HPLC,RP-HPLC diPEGylated FGF21,[0.9959719777107239],[1],0.9959719777107239,1
HPLC,RP-HPLC unPEGylated FGF21,[0.9959993362426758],[1],0.9959993362426758,1
BIO_SE-HPLC,SE-HPLC Main Peak,[0.9991528987884521],[3],0.9991528987884521,3
RP_UPLC,Tryptic RP-UPLC M168 Oxidation,[0.9958678483963013],[1],0.9958678483963013,1
RP_UPLC,Tryptic RP-UPLC M0 Oxidation ,[0.995934009552002],[1],0.995934009552002,1
BIO_ICIEF,AEX-HPLC Total Basic Peaks,[0.9994871616363525],[2],0.9994871616363525,2
BIO_ICIEF,AEX-HPLC Total Acidic Peaks,[0.9995005130767822],[2],0.9995005130767822,2
BIO_ICIEF,AEX-HPLC Main Peak,[0.9994920492172241],[2],0.9994920492172241,2
CE_SDS_2,CGE (Reduced) RRT of Unknown Minor Peak >= QL 3,[0.9993807077407837],[0],0.9993807077407837,0
CE_SDS_2,CGE (Reduced) RRT of Unknown Minor Peak >= QL 4,[0.9993763566017151],[0],0.9993763566017151,0
BIOLOGICAL_ASSAY,Potency by Cell-Based ,[0.9773910045623779],[5],0.9773910045623779,5
BIOLOGICAL_ASSAY,Potency (aLAG3),"[0.7865397334098816, 0.09924240410327911, 0.04020356014370918, 0.02236204966902733, 0.009025060571730137]","[5, 7, 6, 9, 1]",0.7865397334098816,5
RP_UPLC,Percentage of Nivolumab,[0.9957003593444824],[1],0.9957003593444824,1
PARTICULATE_MATTER_MICROSCOPY,Particulate Matter (HIAC) >= 25 micrometers,[0.990392804145813],[4],0.990392804145813,4
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peaks 1,[0.9994970560073853],[0],0.9994970560073853,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peaks 2,[0.9994947910308838],[0],0.9994947910308838,0
BIOLOGICAL_ASSAY,Cell based assay,[0.9766756892204285],[5],0.9766756892204285,5
CE_SDS_2,CE-SDS (Non-reduced) Migration Time of Minor Peaks 2,[0.9995050430297852],[0],0.9995050430297852,0
CE_SDS_2,CE-SDS (Non-reduced) Migration Time of Minor Peaks 3,[0.9995068311691284],[0],0.9995068311691284,0
CE_SDS_2,CE-SDS (Non-reduced) Migration Time of Minor Peaks 1,[0.999506950378418],[0],0.999506950378418,0
HPLC,Butylated Hydroxytoluene,[0.9708967208862305],[0],0.9708967208862305,0
SDS_PAGE,Nu-PAGE Reduced Non-main band MW 82 kDa,[0.9993284940719604],[0],0.9993284940719604,0
RP_UPLC,Oxidation (Tryptic RP-UPLC)-%M0 Oxidation,[0.9955776929855347],[1],0.9955776929855347,1
RP_UPLC,Oxidation (Tryptic RP-UPLC)-%M168 Oxidation,[0.9955516457557678],[1],0.9955516457557678,1
BIOLOGICAL_ASSAY,Potency (Cell-Based Bioassay)-Relative to Reference Standard,[0.9778708219528198],[5],0.9778708219528198,5
PH,pH Individual,[0.9976334571838379],[8],0.9976334571838379,8
SDS_PAGE,SDS PAGE (Reduced) Molecular Weight of Minor Band 3,[0.9994795918464661],[0],0.9994795918464661,0
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight of Minor Band 7,[0.9994925260543823],[0],0.9994925260543823,0
SDS_PAGE,SDS PAGE (Reduced) Molecular Weight of Minor Band 4,[0.9994795918464661],[0],0.9994795918464661,0
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight of Minor Band 6,[0.9994937181472778],[0],0.9994937181472778,0
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight of Minor Band 5,[0.9994922876358032],[0],0.9994922876358032,0
BIOLOGICAL_ASSAY,Assay As Is,"[0.7642839550971985, 0.07047382742166519, 0.047781892120838165, 0.02137192152440548, 0.018122196197509766, 0.014519959688186646, 0.013605629093945026]","[5, 9, 3, 10, 1, 6, 8]",0.7642839550971985,5
ICIEF,iCIEF: Basic,[0.999071478843689],[2],0.999071478843689,2
ICIEF,iCIEF: Acidic,[0.9991076588630676],[2],0.9991076588630676,2
ICIEF,iCIEF: Main Peak,[0.9995334148406982],[2],0.9995334148406982,2
PROTEIN_CONTENT_NO_CALC,Target Protein Content,[0.9923821091651917],[9],0.9923821091651917,9
CE_HPLC,CEX Main Peaks  Area,[0.9994805455207825],[2],0.9994805455207825,2
CE_SDS_2,CE-SDS (Non-Reduced) HHL,[0.9994961023330688],[0],0.9994961023330688,0
CE_SDS_2,CE-SDS (Non-Reduced) Unknown minor peak >=LOQ 2,[0.9994909763336182],[0],0.9994909763336182,0
CE_SDS_2,CE-SDS (Non-Reduced) Unknown minor peak >=LOQ 1,[0.9994900226593018],[0],0.9994900226593018,0
CE_SDS_2,CE-SDS (Non-Reduced) Unknown minor peak >=LOQ 3,[0.9994907379150391],[0],0.9994907379150391,0
CE_SDS_2,CE-SDS (Non-Reduced) Sum of all Minor Peaks >= LOQ,[0.9994978904724121],[0],0.9994978904724121,0
CE_SDS,CE-SDS (Reduced) Unknown minor peak >=LOQ 1,[0.9994826316833496],[0],0.9994826316833496,0
CE_SDS,CE-SDS (Reduced) Sum of all Minor Peaks >= LOQ,[0.9994919300079346],[0],0.9994919300079346,0
CE_SDS,CE-SDS (Reduced) Unknown minor peak >=LOQ 2,[0.9994847774505615],[0],0.9994847774505615,0
SE_HPLC,Sum of Clipped Species ,[0.9991243481636047],[3],0.9991243481636047,3
SE_HPLC,LMW Species,[0.9991937279701233],[3],0.9991937279701233,3
SE_HPLC,HMW Species,[0.9991920590400696],[3],0.9991920590400696,3
SE_HPLC_2,Pre-Peaks 1,[0.99908447265625],[3],0.99908447265625,3
CE_SDS,CE-SDS (NR) RRT of Minor Peak >=LOQ,[0.99933260679245],[0],0.99933260679245,0
CE_SDS_2,CE-SDS (NR) RRT of Minor Peak >=LOQ,[0.999321699142456],[0],0.999321699142456,0
CE_SDS,CE-SDS (Reduced) Relative Migration Time of  Minor Peak 6,[0.9994980096817017],[0],0.9994980096817017,0
CE_SDS,CE-SDS (Reduced) Relative Migration Time of  Minor Peak 2,[0.9994966983795166],[0],0.9994966983795166,0
CE_SDS,CE-SDS (Reduced) Relative Migration Time of  Minor Peak 5,[0.9994975328445435],[0],0.9994975328445435,0
CE_SDS,CE-SDS (Reduced) Relative Migration Time of  Minor Peak 4,[0.999497652053833],[0],0.999497652053833,0
CE_SDS,CE-SDS (Reduced) Relative Migration Time of  Minor Peak 7,[0.9994978904724121],[0],0.9994978904724121,0
CE_SDS,CE-SDS (Reduced) Relative Migration Time of  Minor Peak 1,[0.9994981288909912],[0],0.9994981288909912,0
CE_SDS,CE-SDS (Reduced) Relative Migration Time of  Minor Peak 3,[0.9994975328445435],[0],0.9994975328445435,0
SDS_PAGE,SDS PAGE (Reduced)_3(Result) (Nu-Page Reduced Molecular Weig,[0.9994804263114929],[0],0.9994804263114929,0
SDS_PAGE,SDS PAGE (Reduced)_2 (Result) (Nu-Page Reduced Molecular Wei,[0.99947589635849],[0],0.99947589635849,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 4,[0.9994773268699646],[0],0.9994773268699646,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 6,[0.9994744658470154],[0],0.9994744658470154,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 5,[0.9994738698005676],[0],0.9994738698005676,0
CE_SDS,CE-SDS (Non-Reduced) FS,[0.9994947910308838],[0],0.9994947910308838,0
BIO_CE-SDS_R,CE-SDS (R) RRT of Unknown Minor Peak >=LOQ 3,[0.9993640780448914],[0],0.9993640780448914,0
BIO_CE-SDS_R,CE-SDS (R) RRT of Unknown Minor Peak >=LOQ 2,[0.9993669390678406],[0],0.9993669390678406,0
BIOLOGICAL_ASSAY,Notebook Reference,"[0.380046010017395, 0.17408233880996704, 0.11584629118442535, 0.07699541747570038, 0.07603415846824646, 0.07131776958703995, 0.028353562578558922, 0.026201331987977028, 0.018548795953392982]","[5, 2, 3, 4, 9, 10, 6, 1, 8]",0.380046010017395,5
CE_SDS,Number of Minor Peaks NLT LOQ,[0.9983853101730347],[0],0.9983853101730347,0
CE_SDS_2,Number of Minor Peaks NLT LOQ,[0.9984816908836365],[0],0.9984816908836365,0
CE_SDS,CE-SDS (Non-Reduced) Minor Peak,[0.9994995594024658],[0],0.9994995594024658,0
CE_SDS_2,CE-SDS (Reduced) Minor Peak,[0.9995046854019165],[0],0.9995046854019165,0
BIO_CE-SDS_NR,CE-SDS (NR) RRT for Unknown Minor Peak >= QL 1,[0.999291181564331],[0],0.999291181564331,0
BIO_CE-SDS_NR,CE-SDS (NR) RRT for Unknown Minor Peak >= QL 2,[0.9992961883544922],[0],0.9992961883544922,0
BIO_CE-SDS_NR,CE-SDS (NR) RRT for Unknown Minor Peak >= QL 3,[0.9992953538894653],[0],0.9992953538894653,0
CE_SDS,CE-SDS (NR) Relative rentention time of minor peak>=LOQ 3,[0.9993637204170227],[0],0.9993637204170227,0
CE_SDS,CE-SDS (NR) Relative rentention time of minor peak>=LOQ 1,[0.9993601441383362],[0],0.9993601441383362,0
CE_SDS,CE-SDS (NR) Relative rentention time of minor peak>=LOQ 2,[0.9993659853935242],[0],0.9993659853935242,0
POTENCY_1,Label Potency,"[0.3807770311832428, 0.29778310656547546, 0.19577613472938538, 0.0336642861366272, 0.025698985904455185, 0.016402415931224823]","[5, 7, 6, 0, 9, 1]",0.3807770311832428,5
POTENCY_1,Potency (Percent of Label),"[0.39554935693740845, 0.32805290818214417, 0.08263067156076431, 0.061362359672784805, 0.05888330563902855, 0.019606763496994972, 0.010466000996530056]","[7, 5, 6, 9, 0, 1, 4]",0.39554935693740845,7
POTENCY_1,Average (Percent of Label),"[0.3710637092590332, 0.3096504509449005, 0.08364246785640717, 0.05342762544751167, 0.05167907476425171, 0.044067081063985825, 0.02182791754603386, 0.017847498878836632]","[5, 7, 9, 1, 0, 6, 4, 2]",0.3710637092590332,5
POTENCY_1,Average Potency,"[0.44245588779449463, 0.33597835898399353, 0.09607330709695816, 0.030627943575382233, 0.021377142518758774, 0.019819485023617744, 0.008215094916522503]","[7, 5, 6, 9, 1, 0, 2]",0.44245588779449463,7
CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >=LOQ,[0.9994884729385376],[0],0.9994884729385376,0
SDS_PAGE,SDS-PAGE(Non-Red)Intensity Of Major Band Relative To Ref Std,[0.9992269277572632],[0],0.9992269277572632,0
HPLC,SE-HPLC Cumulative Aggregate,[0.999004065990448],[3],0.999004065990448,3
HPLC,SE-HPLC  Monomer,[0.9992120265960693],[3],0.9992120265960693,3
HPLC,SE-HPLC Monomer Retention Time,[0.9992128610610962],[3],0.9992128610610962,3
SE_HPLC,Size Exclusion Chromatography area% sum LMW,[0.9992111921310425],[3],0.9992111921310425,3
SE_HPLC,Size Exclusion Chromatography area% sum HMW,[0.9992097616195679],[3],0.9992097616195679,3
PH,pH 1,[0.9975848197937012],[8],0.9975848197937012,8
PH,pH 2,[0.9975812435150146],[8],0.9975812435150146,8
ELISA_BINDING_3,Binding ELISA,[0.9972761273384094],[6],0.9972761273384094,6
ELISA_BINDING,Binding Activity(ELISA) Nivolumab(Relative to Ref. Standard),[0.9973503351211548],[6],0.9973503351211548,6
BIOLOGICAL_ASSAY,Potency (Cell-Based) Relatlimab ,[0.9776186347007751],[5],0.9776186347007751,5
CE_SDS_2,CE-SDS (Reduced) Minor Peaks (>LOQ),[0.9994935989379883],[0],0.9994935989379883,0
CE_SDS,CE-CGE (Non-Reduced) RRT for Unknown Minor Peak >= QL 3,[0.9994426369667053],[0],0.9994426369667053,0
CE_SDS,CE-CGE (Non-Reduced) RRT for Unknown Minor Peak >= QL 2,[0.999441921710968],[0],0.999441921710968,0
CE_SDS,CE-CGE (Non-Reduced) RRT for Unknown Minor Peak >= QL 1,[0.9994401335716248],[0],0.9994401335716248,0
CE_SDS,CE-CGE (Non-Reduced) Quantitation Limit,[0.9994663596153259],[0],0.9994663596153259,0
CE_SDS_2,CE-CGE (Reduced) RRT for Unknown Minor Peak >= QL 1,[0.9993835687637329],[0],0.9993835687637329,0
HPLC_3,RP HPLC/ELSD Free PEG,[0.9960857629776001],[1],0.9960857629776001,1
SDS_PAGE,SDS PAGE (Non-Red) Molecular Weight Mnor Band 1,[0.9993391633033752],[0],0.9993391633033752,0
SDS_PAGE,SDS-PAGE  (NR) minor band 4 MW = 146,[0.9993231296539307],[0],0.9993231296539307,0
SDS_PAGE,SDS-PAGE  (NR) minor band 3 MW = 175,[0.9993253946304321],[0],0.9993253946304321,0
SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW = 184,[0.9993276596069336],[0],0.9993276596069336,0
ELISA_2,CD3 Binding ELISA,[0.99727863073349],[6],0.99727863073349,6
ELISA,BCMA Binding ELISA,[0.997215747833252],[6],0.997215747833252,6
SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW = 181,[0.999320387840271],[0],0.999320387840271,0
SDS_PAGE,SDS-PAGE  (NR) minor band 3 MW = 173,[0.9993147850036621],[0],0.9993147850036621,0
SDS_PAGE,SDS-PAGE (Non-Red) Intensity of Major Bands,[0.9991998076438904],[0],0.9991998076438904,0
BIO_CE-SDS_R,CE-SDS (R) Unknown Minor Peak >=LOQ 3,[0.9993137121200562],[0],0.9993137121200562,0
BIO_CE-SDS_R,CE-SDS (R) Unknown Minor Peak >=LOQ 2,[0.9993153810501099],[0],0.9993153810501099,0
CE_SDS_2,CE-SDS (Non-Reduced) Minor Peak 3 >= LOQ,[0.9994984865188599],[0],0.9994984865188599,0
CE_SDS_2,CE-SDS (Non-Reduced) Minor Peak 1>= LOQ,[0.9994983673095703],[0],0.9994983673095703,0
CE_SDS_2,CE-SDS (Non-Reduced) Minor Peak 2>= LOQ,[0.999497652053833],[0],0.999497652053833,0
CE_SDS,CE-SDS (Reduced) Minor Peak >= LOQ,[0.9994958639144897],[0],0.9994958639144897,0
ICIEF_2,AEX Acidic Group,[0.9993890523910522],[2],0.9993890523910522,2
ICIEF_2,AEX Basic Group,[0.9993351101875305],[2],0.9993351101875305,2
ICIEF_2,AEX Main Peak,[0.9995187520980835],[2],0.9995187520980835,2
ELISA_BINDING,Potency (ELISA) FcRH5,[0.9973621964454651],[6],0.9973621964454651,6
ELISA_BINDING_2,Potency (ELISA) CD3,[0.9973292350769043],[6],0.9973292350769043,6
ELISA_BINDING,Potency (ELISA) Nivolumab,[0.9973623156547546],[6],0.9973623156547546,6
SDS_PAGE,SDS-PAGE (NR) minor band 7 MW=88,[0.9993035793304443],[0],0.9993035793304443,0
SDS_PAGE,SDS-PAGE (R) minor band 1 MW=162,[0.9993118047714233],[0],0.9993118047714233,0
SDS_PAGE,SDS-PAGE (NR) minor band 5 MW=168,[0.9993059635162354],[0],0.9993059635162354,0
SDS_PAGE,SDS-PAGE (NR) minor band 6 MW=142,[0.9993005990982056],[0],0.9993005990982056,0
ICIEF,% Acidic Group,[0.9989691972732544],[2],0.9989691972732544,2
ICIEF,% Main peak,[0.999536395072937],[2],0.999536395072937,2
ICIEF,% Basic Group,[0.9989892840385437],[2],0.9989892840385437,2
BIO_SE-HPLC,SE-HPLC HMW,[0.9992125034332275],[3],0.9992125034332275,3
BIO_SE-HPLC,SE-HPLC LMW,[0.9992110729217529],[3],0.9992110729217529,3
SE_HPLC,SE UPLC High Molecular Weight Species,[0.9991984963417053],[3],0.9991984963417053,3
SE_HPLC,SE UPLC Low Molecular Weight Species,[0.9992037415504456],[3],0.9992037415504456,3
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >= QL 1,[0.9994820952415466],[0],0.9994820952415466,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >= QL 2,[0.9994832277297974],[0],0.9994832277297974,0
CE_SDS,CE-SDS (Non-Reduced) Sum of minor peaks >= QL,[0.9994932413101196],[0],0.9994932413101196,0
CE_SDS_2,CE-SDS (Reduced) Purity ,[0.9994907379150391],[0],0.9994907379150391,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= QL 1,[0.9994627833366394],[0],0.9994627833366394,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= QL 3,[0.9994650483131409],[0],0.9994650483131409,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= QL 4,[0.999464213848114],[0],0.999464213848114,0
CE_SDS_2,CE-SDS (Reduced) Sum of minor peaks >= QL,[0.9994863271713257],[0],0.9994863271713257,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= QL 2,[0.9994655251502991],[0],0.9994655251502991,0
CE_SDS_2,CE-SDS (Non-Reduced) Light Chain (LC),[0.9995044469833374],[0],0.9995044469833374,0
CE_SDS_2,Based on intensity of the major band and non glycosylated Ig,[0.9989451766014099],[0],0.9989451766014099,0
ICIEF,iCIEF Basic Species,[0.9977670907974243],[2],0.9977670907974243,2
ICIEF,iCIEF Acidic Species,[0.9984562397003174],[2],0.9984562397003174,2
CE_SDS,CE-SDS (Non-Reduced)  HMW Species,[0.9994932413101196],[0],0.9994932413101196,0
CE_SDS,CE-SDS (Non-Reduced)  LMW Species,[0.9995005130767822],[0],0.9995005130767822,0
CE_SDS_2,CE-SDS (Reduced)  HMW Species,[0.9994773268699646],[0],0.9994773268699646,0
CE_SDS_2,CE-SDS (Reduced)  LMW Species,[0.9994828701019287],[0],0.9994828701019287,0
CE_SDS,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 6,[0.9994804263114929],[0],0.9994804263114929,0
CE_SDS,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 5,[0.9994785189628601],[0],0.9994785189628601,0
CE_SDS,RRT~ 2.565,[0.999201238155365],[0],0.999201238155365,0
CE_SDS,RRT~ 1.406,[0.9992033839225769],[0],0.9992033839225769,0
CE_SDS,RRT~ 2.045,[0.9991936087608337],[0],0.9991936087608337,0
CE_SDS,RRT~ 1.780,[0.9991769194602966],[0],0.9991769194602966,0
CE_SDS_2,RRT~ 1.774,[0.9991918206214905],[0],0.9991918206214905,0
CE_SDS_2,RRT~ 1.449,[0.9992039799690247],[0],0.9992039799690247,0
RP_UPLC,Relatlimab:Nivolumab Protein Ratio (RP-UPLC),[0.9958317875862122],[1],0.9958317875862122,1
CE_SDS_2,CE-SDS (Non-Reduced) Number of Minor Peaks>=LOQ,[0.9994934797286987],[0],0.9994934797286987,0
ELISA_BINDING,ELISA Binding,[0.9972460269927979],[6],0.9972460269927979,6
CE_SDS_2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 4 >= LOQ,[0.999494194984436],[0],0.999494194984436,0
CE_SDS,CE-SDS (Reduced)RRT of Unknown Minor peak 4 >= LOQ,[0.9994907379150391],[0],0.9994907379150391,0
CE_SDS,CE-SDS (Reduced)Unknown Minor peak 3 >= LOQ,[0.9994876384735107],[0],0.9994876384735107,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 2 >=LOQ,[0.9994933605194092],[0],0.9994933605194092,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 1 >=LOQ,[0.9994935989379883],[0],0.9994935989379883,0
CE_SDS_2,CE-SDS (R) Sum of Minor Peaks >= LOQ,[0.9992997646331787],[0],0.9992997646331787,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 1>=LOQ,[0.9994798302650452],[0],0.9994798302650452,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 2>=LOQ,[0.9994791150093079],[0],0.9994791150093079,0
CE_SDS,CE-SDS (Non-Reduced) Minor Peak 2(>LOQ),[0.9995014667510986],[0],0.9995014667510986,0
CE_SDS_2,CGE (Reduced) Sum of minor peaks >= LOQ,[0.999427080154419],[0],0.999427080154419,0
CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 11,[0.999427855014801],[0],0.999427855014801,0
SE_HPLC,SE HPLC High Molecular Weight Species (Cumulative%),[0.9992056488990784],[3],0.9992056488990784,3
BIO_ICIEF,iCIEF (Main Peaks Cumulative Area),[0.9995439648628235],[2],0.9995439648628235,2
CE_SDS,CE-SDS (Non-reduced) Unknown Minor Peak >=LOQ,[0.9994920492172241],[0],0.9994920492172241,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak>=LOQ,[0.9994760155677795],[0],0.9994760155677795,0
CE_SDS,CE-SDS Non-reduced Sum of minor peaks >=LOQ,[0.9994910955429077],[0],0.9994910955429077,0
CE_SDS_2,CGE (reduced) Purity,[0.9995046854019165],[0],0.9995046854019165,0
