Unnamed: 0,Analysis,Attribute,Standard names,Unnamed: 4
374,potential of Hydrogen,individual ph (at 25+/-3 deg c),ph,nan
374,ph,individual potential of Hydrogen (at 25+/-3 deg c),ph,nan
375,potential of Hydrogen,individual ph,ph,nan
375,ph,individual potential of Hydrogen,ph,nan
376,potential of Hydrogen,average ph,ph,nan
376,ph,average potential of Hydrogen,ph,nan
377,potential of Hydrogen,individual ph,ph,nan
377,ph,individual potential of Hydrogen,ph,nan
378,potential of Hydrogen,ph (at 25+/-3 deg c),ph,nan
378,ph,potential of Hydrogen (at 25+/-3 deg c),ph,nan
379,potential of Hydrogen_2,ph,ph,nan
379,ph_2,potential of Hydrogen,ph,nan
380,potential of Hydrogen,ph,ph,nan
380,ph,potential of Hydrogen,ph,nan
381,j_tc-b-p15,potential of Hydrogen,ph,nan
382,High-Performance Liquid Chromatography,polysorbate 80,polysorbate 80,nan
395,Enzyme-Linked Immunosorbent Assay_2,potency (elisa),potency by binding elisa,nan
396,Enzyme-Linked Immunosorbent Assay_2,binding activity (elisa) relative to reference standard,potency by binding elisa,nan
397,Enzyme-Linked Immunosorbent Assay_binding,potency (elisa) relative to reference std (result),potency by binding elisa,nan
398,Enzyme-Linked Immunosorbent Assay_binding_2,binding potency of nivo (elisa),potency by binding elisa,nan
399,Enzyme-Linked Immunosorbent Assay,potency by binding elisa,potency by binding elisa,nan
399,elisa,potency by binding Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
400,Enzyme-Linked Immunosorbent Assay_binding,binding potency of ipi (elisa),potency by binding elisa,nan
401,Enzyme-Linked Immunosorbent Assay_2,potency elisa relative to reference standard,potency by binding elisa,nan
401,elisa_2,potency Enzyme-Linked Immunosorbent Assay relative to reference standard,potency by binding elisa,nan
402,Enzyme-Linked Immunosorbent Assay_binding,potency (elisa) cd3,potency by binding elisa,nan
403,Enzyme-Linked Immunosorbent Assay_binding_2,potency (elisa) fcrh5,potency by binding elisa,nan
404,activity_Enzyme-Linked Immunosorbent Assay,binding activity by elisa,potency by binding elisa,nan
404,activity_elisa,binding activity by Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
405,Enzyme-Linked Immunosorbent Assay_binding,elisa binding potency (toxin on mab),potency by binding elisa,nan
405,elisa_binding,Enzyme-Linked Immunosorbent Assay binding potency (toxin on mab),potency by binding elisa,nan
406,Enzyme-Linked Immunosorbent Assay_binding,potency (elisa) binding capacity relative to reference stand,potency by binding elisa,nan
407,Enzyme-Linked Immunosorbent Assay_2,potency (elisa) fcrh5,potency by binding elisa,nan
408,Enzyme-Linked Immunosorbent Assay,potency (elisa) cd3,potency by binding elisa,nan
409,Enzyme-Linked Immunosorbent Assay_binding,potency (elisa) fcrh5,potency by binding elisa,nan
410,Enzyme-Linked Immunosorbent Assay_binding_2,potency (elisa),potency by binding elisa,nan
411,Enzyme-Linked Immunosorbent Assay_binding_2,potency (elisa) cd3,potency by binding elisa,nan
412,Enzyme-Linked Immunosorbent Assay_binding,binding activity elisa,potency by binding elisa,nan
412,elisa_binding,binding activity Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
413,Enzyme-Linked Immunosorbent Assay_2,potency binding elisa (relative potency),potency by binding elisa,nan
413,elisa_2,potency binding Enzyme-Linked Immunosorbent Assay (relative potency),potency by binding elisa,nan
414,Enzyme-Linked Immunosorbent Assay,binding activity elisa,potency by binding elisa,nan
414,elisa,binding activity Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
415,Enzyme-Linked Immunosorbent Assay_binding,potency by elisa,potency by binding elisa,nan
415,elisa_binding,potency by Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
416,Enzyme-Linked Immunosorbent Assay_binding,binding elisa (potency),potency by binding elisa,nan
416,elisa_binding,binding Enzyme-Linked Immunosorbent Assay (potency),potency by binding elisa,nan
417,activity_Enzyme-Linked Immunosorbent Assay,binding activity (elisa) relative to reference standard,potency by binding elisa,nan
418,Enzyme-Linked Immunosorbent Assay_binding,relative binding activity (elisa),potency by binding elisa,nan
419,Enzyme-Linked Immunosorbent Assay,relative potency (elisa),potency by binding elisa,nan
420,Enzyme-Linked Immunosorbent Assay_binding,elisa binding activity relative to reference standard,potency by binding elisa,nan
420,elisa_binding,Enzyme-Linked Immunosorbent Assay binding activity relative to reference standard,potency by binding elisa,nan
421,Enzyme-Linked Immunosorbent Assay,potency (elisa) binding capacity relative to reference stand,potency by binding elisa,nan
422,Enzyme-Linked Immunosorbent Assay,potency by elisa relative to the reference standard,potency by binding elisa,nan
422,elisa,potency by Enzyme-Linked Immunosorbent Assay relative to the reference standard,potency by binding elisa,nan
423,Enzyme-Linked Immunosorbent Assay_binding,binding activity(elisa) nivolumab(relative to ref. standard),potency by binding elisa,nan
424,Enzyme-Linked Immunosorbent Assay,potency (elisa) nivolumab,potency by binding elisa,nan
425,Enzyme-Linked Immunosorbent Assay_2,binding activity (elisa) nivolumab (relative to ref std),potency by binding elisa,nan
426,Enzyme-Linked Immunosorbent Assay,binding activity (elisa) ipilimumab,potency by binding elisa,nan
427,c_250685,slamf7 binding Enzyme-Linked Immunosorbent Assay relative potency,potency by binding elisa,nan
428,m_250685,slamf7 binding Enzyme-Linked Immunosorbent Assay relative potency,potency by binding elisa,nan
430,Enzyme-Linked Immunosorbent Assay,potency binding elisa (relative potency),potency by binding elisa,nan
430,elisa,potency binding Enzyme-Linked Immunosorbent Assay (relative potency),potency by binding elisa,nan
431,Enzyme-Linked Immunosorbent Assay_binding,potency (elisa),potency by binding elisa,nan
432,Enzyme-Linked Immunosorbent Assay_binding,potency (elisa) (result),potency by binding elisa,nan
433,a_250629,potency Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
435,Enzyme-Linked Immunosorbent Assay_2,potency elisa,potency by binding elisa,nan
435,elisa_2,potency Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
436,y_uspo8224_pte,potency Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
437,activity_Enzyme-Linked Immunosorbent Assay,binding activity (elisa),potency by binding elisa,nan
438,Enzyme-Linked Immunosorbent Assay_2,potency elisa relative to rreference standard,potency by binding elisa,nan
438,elisa_2,potency Enzyme-Linked Immunosorbent Assay relative to rreference standard,potency by binding elisa,nan
439,Enzyme-Linked Immunosorbent Assay,potency (elisa),potency by binding elisa,nan
440,Enzyme-Linked Immunosorbent Assay_2,potency bcma (elisa),potency by binding elisa,nan
442,Enzyme-Linked Immunosorbent Assay_binding,potency (binding elisa),potency by binding elisa,nan
443,Enzyme-Linked Immunosorbent Assay,potency elisa,potency by binding elisa,nan
443,elisa,potency Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
444,Enzyme-Linked Immunosorbent Assay,potency elisa relative to reference standard,potency by binding elisa,nan
444,elisa,potency Enzyme-Linked Immunosorbent Assay relative to reference standard,potency by binding elisa,nan
445,Enzyme-Linked Immunosorbent Assay,potency elisa relative to rreference standard,potency by binding elisa,nan
445,elisa,potency Enzyme-Linked Immunosorbent Assay relative to rreference standard,potency by binding elisa,nan
446,Enzyme-Linked Immunosorbent Assay_binding,potency (elisa) nivolumba,potency by binding elisa,nan
447,Enzyme-Linked Immunosorbent Assay_3,binding activity (elisa) ipilimumab,potency by binding elisa,nan
448,Enzyme-Linked Immunosorbent Assay_binding,potency elisa,potency by binding elisa,nan
448,elisa_binding,potency Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
449,Enzyme-Linked Immunosorbent Assay_2,binding activity (elisa) nivolumab,potency by binding elisa,nan
450,Enzyme-Linked Immunosorbent Assay_4,binding activity (elisa) nivolumab,potency by binding elisa,nan
451,Enzyme-Linked Immunosorbent Assay_binding,binding activity (elisa),potency by binding elisa,nan
452,Enzyme-Linked Immunosorbent Assay_binding,relative potency by target binding elisa (of reference stand,potency by binding elisa,nan
452,elisa_binding,relative potency by target binding Enzyme-Linked Immunosorbent Assay (of reference stand,potency by binding elisa,nan
453,Enzyme-Linked Immunosorbent Assay_binding,potency by blocking elisa,potency by binding elisa,nan
453,elisa_binding,potency by blocking Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
454,Enzyme-Linked Immunosorbent Assay_binding,potency (elisa) - relative to reference std (result),potency by binding elisa,nan
455,Enzyme-Linked Immunosorbent Assay_binding,binding activity by elisa relative to reference standard,potency by binding elisa,nan
455,elisa_binding,binding activity by Enzyme-Linked Immunosorbent Assay relative to reference standard,potency by binding elisa,nan
456,Enzyme-Linked Immunosorbent Assay_binding,potency (elisa) nivolumab,potency by binding elisa,nan
457,y_uspo12121_pte,potency Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
458,Enzyme-Linked Immunosorbent Assay_2,relative potency by target binding elisa (of reference stand,potency by binding elisa,nan
458,elisa_2,relative potency by target binding Enzyme-Linked Immunosorbent Assay (of reference stand,potency by binding elisa,nan
459,Enzyme-Linked Immunosorbent Assay_binding,potency by binding elisa,potency by binding elisa,nan
459,elisa_binding,potency by binding Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
460,Enzyme-Linked Immunosorbent Assay_2,potency by elisa relative to the reference standard,potency by binding elisa,nan
460,elisa_2,potency by Enzyme-Linked Immunosorbent Assay relative to the reference standard,potency by binding elisa,nan
461,Enzyme-Linked Immunosorbent Assay,potency by blocking elisa,potency by binding elisa,nan
461,elisa,potency by blocking Enzyme-Linked Immunosorbent Assay,potency by binding elisa,nan
462,Enzyme-Linked Immunosorbent Assay_binding,potency (elisa) ctla-4-nf,potency by binding elisa,nan
463,Enzyme-Linked Immunosorbent Assay_binding,relative binding activity,potency by binding elisa,nan
464,Enzyme-Linked Immunosorbent Assay,potency (elisa),potency by binding elisa,nan
465,Enzyme-Linked Immunosorbent Assay_binding_2,potency by elisa binding,potency by binding elisa,nan
465,elisa_binding_2,potency by Enzyme-Linked Immunosorbent Assay binding,potency by binding elisa,nan
474,Enzyme-Linked Immunosorbent Assay,potency (cell-based bioassay),potency by cell-based bioassay,nan
485,protein_concentration,protein concentration: Absorbance at 280 nanometers (result),protein concentration (a280),nan
486,protein_concentration,protein concentration: Absorbance at 280 nanometers (result),protein concentration (a280),nan
488,protein_concentration_no_calc,Absorbance at 280 nanometers concentration(protein concentration),protein concentration (a280),nan
490,protein_concentration_no_calc,protein concentration: Absorbance at 280 nanometers percent of label claim,protein concentration (a280),nan
498,protein_concentration_no_calc,protein concentration Absorbance at 280 nanometers,protein concentration (a280),nan
510,bio_protein_conc_solo_vpe,protein concentration: Absorbance at 280 nanometers,protein concentration (a280),nan
511,protein_concentration_nocalc_2,protein concentration:  Absorbance at 280 nanometers,protein concentration (a280),nan
517,protein_concentration_no_calc,protein concentration: Absorbance at 280 nanometers (percent of label),protein concentration (a280),nan
518,protein_concentration_no_calc,protein concentration - Absorbance at 280 nanometers,protein concentration (a280),nan
522,bio_protein_concentration,protein concentration: Absorbance at 280 nanometers,protein concentration (a280),nan
523,protein_concentration_no_calc,protein concentration: Absorbance at 280 nanometers,protein concentration (a280),nan
524,protein_content_no_calc,protein concentration Absorbance at 280 nanometers,protein concentration (a280),nan
528,protein_concentration,protein concentration: Absorbance at 280 nanometers,protein concentration (a280),nan
530,c_95007424,prot content Ultraviolet 280nm_reading 3,protein concentration (a280),nan
531,95007424_prot_cont,protein concentration Ultraviolet a280 nm,protein concentration (a280),nan
531,95007424_prot_cont,protein concentration uv Absorbance at 280 nanometers nm,protein concentration (a280),nan
532,c_95007424,prot concentration Ultraviolet 280 nm_rep 3,protein concentration (a280),nan
534,protein_concentration_nocalc_2,protein concentration - Absorbance at 280 nanometers,protein concentration (a280),nan
535,Sodium Dodecyl Sulfate_page,sds-page (non-reduced) purity of minor  band,sds-page (non-reduced) purity,nan
535,sds_page,Sodium Dodecyl Sulfate-page (non-reduced) purity of minor  band,sds-page (non-reduced) purity,nan
535,sds_Polyacrylamide Gel Electrophoresis,sds-page (non-reduced) purity of minor  band,sds-page (non-reduced) purity,nan
535,sds_page,sds-Polyacrylamide Gel Electrophoresis (non-reduced) purity of minor  band,sds-page (non-reduced) purity,nan
536,Sodium Dodecyl Sulfate_page,sds-page (non-reduced) purity  of minor band 2,sds-page (non-reduced) purity,nan
536,sds_page,Sodium Dodecyl Sulfate-page (non-reduced) purity  of minor band 2,sds-page (non-reduced) purity,nan
536,sds_Polyacrylamide Gel Electrophoresis,sds-page (non-reduced) purity  of minor band 2,sds-page (non-reduced) purity,nan
536,sds_page,sds-Polyacrylamide Gel Electrophoresis (non-reduced) purity  of minor band 2,sds-page (non-reduced) purity,nan
537,Sodium Dodecyl Sulfate_page,sds-page (non-reduced) purity of minor band 3,sds-page (non-reduced) purity,nan
537,sds_page,Sodium Dodecyl Sulfate-page (non-reduced) purity of minor band 3,sds-page (non-reduced) purity,nan
537,sds_Polyacrylamide Gel Electrophoresis,sds-page (non-reduced) purity of minor band 3,sds-page (non-reduced) purity,nan
537,sds_page,sds-Polyacrylamide Gel Electrophoresis (non-reduced) purity of minor band 3,sds-page (non-reduced) purity,nan
538,Sodium Dodecyl Sulfate_page,sds-page (non-reduced) purity all minor bands,sds-page (non-reduced) purity,nan
538,sds_page,Sodium Dodecyl Sulfate-page (non-reduced) purity all minor bands,sds-page (non-reduced) purity,nan
538,sds_Polyacrylamide Gel Electrophoresis,sds-page (non-reduced) purity all minor bands,sds-page (non-reduced) purity,nan
538,sds_page,sds-Polyacrylamide Gel Electrophoresis (non-reduced) purity all minor bands,sds-page (non-reduced) purity,nan
539,Sodium Dodecyl Sulfate_page,sds-page (non-reduced) purity of minor band 1,sds-page (non-reduced) purity,nan
539,sds_page,Sodium Dodecyl Sulfate-page (non-reduced) purity of minor band 1,sds-page (non-reduced) purity,nan
539,sds_Polyacrylamide Gel Electrophoresis,sds-page (non-reduced) purity of minor band 1,sds-page (non-reduced) purity,nan
539,sds_page,sds-Polyacrylamide Gel Electrophoresis (non-reduced) purity of minor band 1,sds-page (non-reduced) purity,nan
540,Sodium Dodecyl Sulfate_page,sds-page (non-reduced) purity of all minor band 2,sds-page (non-reduced) purity,nan
