,Analysis,Attribute,parent_class,parent_class_prob
4777,CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 9,0,0.9995122
4778,CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 15,0,0.99951124
4779,CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 8,0,0.9995105
4780,CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 12,0,0.9995115
4781,CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 10,0,0.9995109
4782,CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 11,0,0.99951243
4783,CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 14,0,0.999511
4784,CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 7,0,0.9995134
4785,CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 12,0,0.99952304
4786,CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 15,0,0.9995235
4787,CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 7,0,0.99952376
4788,CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 11,0,0.9995235
4789,CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 9,0,0.9995234
4790,CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 13,0,0.99952257
4791,CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 14,0,0.99952257
4792,CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 10,0,0.9995228
4793,CE_SDS_2,CE-SDS (Non-Reduced) Migration of Minor Peak >= QL 3,0,0.99953604
4794,SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight of Minor Band 9,0,0.9995321
4795,SDS_PAGE,SDS PAGE (Reduced) Molecular Weight of Minor Band 5,0,0.9995264
4796,SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight of Minor Band 8,0,0.99953175
4797,CE_SDS,CE-SDS (Non-Reduced) Number of Minor Peak 2 (>LOQ),0,0.9995339
4798,CE_SDS,CE-SDS (Non-Reduced) Number of Minor Peak 1 (>LOQ),0,0.999534
4799,ICIEF,iCIEF number of peaks,1,0.9995951
4800,CE_SDS,CE-SDS (Non-reduced)Relative  Migration time of minor peaks,0,0.9995359
4801,CE_SDS,CE-SDS (Reduced) Minor Peak >=LOQ,0,0.99954
4802,CE_SDS,CE-SDS (Reduced): Purity,0,0.99952793
4803,SE_HPLC,MM-SE Pre Peaks 1,2,0.9994499
4804,SE_HPLC,SE Mixed Mode,2,0.9994294
4805,CE_SDS_2,CE-SDS (Non-Reduced): Limit of Quantitation for Resolved Min,0,0.99953175
4806,CE_SDS_2,CE-SDS (Non-reduced): Purity,0,0.9995328
4807,CE_SDS_2,CE-SDS (Non-Reduced): Limit of Quantitation for RRT 2.04,0,0.9995357
4808,CE_SDS_2,CE-SDS (Non-Reduced): Minor Peak >= LOQ,0,0.9995383
4809,CE_SDS_2,CGE (Reduced)  Total HMW,0,0.9995035
4810,CE_SDS,CGE (Non-Reduced)  Total HMW,0,0.9995104
4811,BIO_SE-HPLC,Low Molecular Weight (HMW) Species,2,0.9994603
4812,CE_SDS_2,CE-SDS (Reduced) Purity (LC+HC+NGHC),0,0.99953413
4813,CE_HPLC,CEX-HPLC Basic Region,1,0.9995486
4814,CE_HPLC,CEX-HPLC Acidic Region,1,0.9995628
4815,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 7,0,0.99949956
4816,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 10,0,0.99949384
4817,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 15,0,0.999495
4818,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 11,0,0.9994985
4819,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 12,0,0.9994979
4820,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 13,0,0.9994955
4821,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 9,0,0.9994973
4822,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 14,0,0.99949574
4823,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 8,0,0.99949455
4824,CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 14,0,0.9995154
4825,CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 10,0,0.99951434
4826,CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 8,0,0.9995146
4827,CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 6,0,0.9995177
4828,CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 15,0,0.99951565
4829,CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 9,0,0.99951565
4830,CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 12,0,0.999516
4831,CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 7,0,0.99951696
4832,CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 13,0,0.9995148
4833,BIOLOGICAL_ASSAY,LAG3 Potency (Cell-Based),4,0.99816376
4834,BIOLOGICAL_ASSAY,Potency (Cell-Based Bioassay),4,0.99815375
4835,CE_SDS,CE-SDS (Non-Reduced) Migration Time of Minor Peak 2 >= LOQ,0,0.9995377
4836,CE_SDS,CE-SDS (Non-Reduced) Migration Time of Minor Peak 3 >= LOQ,0,0.9995378
4837,SDS_PAGE,SDS PAGE_2 Reduced Molecular Weight Non-Main Band,0,0.99945074
4838,CE_SDS,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak < LOQ 10,0,0.9995359
4839,RP_UPLC,Nivolumab:Relatlimab Protein Ratio(RP-UPLC) (Identity),2,0.9992317
4840,CE_SDS_2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 1 >= LOQ 1,0,0.9995346
4841,CE_SDS_2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 2 >= LOQ 1,0,0.9995347
4842,CE_SDS_2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 3 >= LOQ 1,0,0.9995346
4843,PARTICULATE_MATTER_MICROSCOPY,Particulate Matter (HIAC) >=10 micrometers,3,0.9922226
4844,SDS_PAGE,SDS-PAGE (NR) minor band 3 MW=166,0,0.99951303
4845,SDS_PAGE,SDS-PAGE (NR) minor band 4 MW=140,0,0.9995134
4846,CE_SDS_2,CE-SDS (Non-Reduced) Migration Time of Minor Peak 1,0,0.99953794
4847,CE_SDS_2,CE-SDS (Non-Reduced) Migration Time of Minor Peak 3,0,0.9995384
4848,CE_SDS_2,CE-SDS (Non-Reduced) Migration Time of Minor Peak 4,0,0.99953854
4849,CE_SDS_2,CE-SDS (Non-Reduced) Migration Time of Minor Peak 2,0,0.99953866
4850,CE_SDS_3,CGE (Reduced) Unknown Minor Peak 2 => QL,0,0.9995129
4851,CE_SDS_3,CGE (Reduced) Unknown Minor Peak 3 => QL,0,0.99951375
4852,CE_SDS_3,CGE (Reduced) Main Peak,0,0.9995152
4853,CE_SDS_3,CGE (Reduced) Unknown Minor Peak 1 => QL,0,0.9995146
4854,CE_SDS_3,CGE (Reduced) LMW,0,0.99949944
4855,ICIEF_2,iCIEF Peak 2,1,0.99958175
4856,ICIEF_2,iCIEF Group 2,1,0.99955624
4857,ICIEF_2,iCIEF Peak 1,1,0.999585
4858,ICIEF_2,iCIEF Group 1,1,0.99956006
4859,CE_SDS_4,CGE (NR) LMW,0,0.99932384
4860,CE_SDS_4,CGE (NR) Unknown Minor Peak 2 => QL,0,0.9994209
4861,CE_SDS_4,CGE (NR) Unknown Minor Peak 3 => QL,0,0.9994242
4862,CE_SDS_4,CGE (NR) Purity,0,0.99950814
4863,CE_SDS_4,CGE (NR) Unknown Minor Peak 1 => QL,0,0.99941957
4864,CE_SDS_4,CGE (NR) Unknown Minor Peak 4 => QL,0,0.9994116
4865,CE_SDS,CE-SDS (Reduced) %: Undefined Peak_3 >=LOQ,0,0.9995364
4866,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >= QL 3,0,0.9995351
4867,ICIEF,iCIEF (result)iCIEF Main Peak Area,1,0.99960023
4868,ICIEF,iCIEF_2 (result)iCIEF Acidic Minor Peaks Cumulative Area,1,0.9996227
4869,ICIEF,iCIEF_3 (result)iCIEF Basic Minor Peaks Cumulative Area,1,0.999619
4870,SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=163,0,0.9995121
4871,CE_SDS,CGE (Non-reduced) Purity,0,0.99953306
4872,CE_SDS,CGE (Non-reduced) Sum of minor peaks >= QL,0,0.9994854
4873,BIO_ICIEF,iCIEF Acidic Group ,1,0.999582
4874,BIO_ICIEF,iCIEF Basic Group ,1,0.9995733
4875,ICIEF,iCIEF-Group 1 Peaks Cumulative Area,1,0.99961287
4876,ICIEF,iCIEF-Group 2 Peaks Cumulative Area,1,0.99961346
4877,ICIEF,iCIEF-Group 3 Peaks Cumulative Area,1,0.999613
4878,CE_SDS,CE-SDS (Reduced) Minor Peaks >=LOQ,0,0.99952984
4879,CE_SDS,CE-SDS (Non-reduced) Minor Peaks >=LOQ,0,0.99953485
4880,PARTICULATE_MATTER_3,Particluate Matter (MFI) >= 25 micrometers,3,0.9921915
4881,CE_SDS,CE-SDS (Non-Reduced) % Purity,0,0.9995289
4882,CE_SDS_2,CE-SDS (Reduced) minor peak >=LOQ 5,0,0.99953926
4883,CE_SDS_2,CE-SDS (Reduced) minor peak >=LOQ 4,0,0.99953985
4884,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= DL 2,0,0.99950016
4885,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= DL 1,0,0.99949896
4886,CE_HPLC,CEX Main Peak,1,0.99957734
4887,SE_HPLC,SEC Monomer,2,0.99942195
4888,SE_HPLC,SEC Low Molecular Weight (LMW) Species,2,0.99945515
4889,SDS_PAGE,SDS PAGE (Reduced)_1 (Result)(Nu-Page Reduced Area of Non-Ma,0,0.9995235
4890,SDS_PAGE,SDS PAGE (Reduced)_3 (Result)(Nu-Page Reduced Area of Non-Ma,0,0.9995239
4891,CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 8,0,0.9995359
4892,CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 9,0,0.9995365
4893,CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 7,0,0.999537
4894,CE_SDS,CE-SDS (Reduced)  Minor Peak 5>LOQ,0,0.99953675
4895,CE_SDS,CE-SDS (Reduced)  Minor Peak 3>LOQ,0,0.9995358
4896,CE_SDS,CE-SDS (Reduced)  Minor Peak 6>LOQ,0,0.9995365
4897,CE_SDS,CE-SDS (Reduced)  Minor Peak 1>LOQ,0,0.9995369
4898,CE_SDS,CE-SDS (Reduced) Minor Peak 2(>LOQ),0,0.99953437
4899,CE_SDS,CE-SDS (Reduced)  Minor Peak 4>LOQ,0,0.9995364
4900,CE_SDS,CE-SDS (Reduced)  Minor Peak 7>LOQ,0,0.99953663
4901,BIO_SE-HPLC,SE-UPLC High Molecular (HMW) Species,2,0.99945945
4902,BIO_SE-HPLC,SE-UPLC Low Molecular (LMW) Species,2,0.99945945
4903,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >= QL 4,0,0.99953496
4904,CE_SDS_2,CGE (reduced) Unknown Minor Peak >= QL 6,0,0.9994956
4905,CE_SDS_2,CGE (reduced) Unknown Minor Peak >= QL 7,0,0.99949396
4906,SDS_PAGE,SDS PAGE (Non-Reduced) Additional Bands,0,0.99952495
4907,CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 1,0,0.9995378
4908,PARTICULATE_MATTER_3,Particulate Matter (MFI)>=25 micrometers,3,0.99221766
4909,CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak < LOQ 3,0,0.9995363
4910,CE_HPLC,CEX Acidic isoforms,1,0.99937457
4911,CE_HPLC,CEX Basic isoforms,1,0.99938154
4912,BIO_SE-HPLC,SEC SUM LMW,2,0.9994547
4913,BIO_SE-HPLC,SEC SUM HMW,2,0.9994523
4914,SDS_PAGE,Nu-Page Reduced Non-main band MW 78kD,0,0.9992704
4915,SDS_PAGE,SDS-PAGE  (NR) minor band 1 MW = 170,0,0.9995111
4916,SDS_PAGE,SDS-PAGE (Reduced) Heavy Chain Band/0--%,0,0.99951255
4917,SDS_PAGE,SDS-PAGE (Reduced) Light Chain Band/0--%,0,0.99951327
4918,ELISA_BINDING,Ligand Binding ELISA,4,0.9981993
4919,SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=166,0,0.99951315
4920,SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=177,0,0.9995146
4921,SDS_PAGE,SDS-PAGE  (R) minor band 1 MW = >200,0,0.9994885
4922,SDS_PAGE,SDS-PAGE  (R) minor band 2 MW = 177,0,0.99950874
4923,CE_SDS,CGE (Non-Reduced)  RRT 1.76,0,0.99953604
4924,CE_SDS,CGE (Non-Reduced)  RRT 2.21,0,0.9995352
4925,SE_HPLC,SE HPLC Aggregates,2,0.99943405
4926,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >= LOQ 6,0,0.9995365
4927,HPLC,LMWS result,2,0.9993771
4928,SDS_PAGE,SDS-PAGE (Reduced) MW of Light Chain Relative to Ref. Std.,0,0.9995177
4929,SDS_PAGE,SDS-PAGE (Reduced) band intensity of light chain,0,0.99952555
4930,SDS_PAGE,SDS-PAGE (Reduced) band intensity of heavy chain,0,0.99952805
4931,ELISA_BINDING,ELISA binding activity relative to reference standard,4,0.99821895
4932,SE_HPLC,HPLC-SEC HMW Species,2,0.99944514
4933,SE_HPLC,HPLC-SEC LMW Species,2,0.99944264
4934,SDS_PAGE,SDS-PAGE  (NR) minor band 4 MW = 142,0,0.99951494
4935,SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW = 178,0,0.9995147
4936,SDS_PAGE,NuPAGE Reduced Non main band MW 79 kDa,0,0.99937904
4937,SDS_PAGE,NuPAGE Reduced Non-main band MW 115 kDa,0,0.99940467
4938,SDS_PAGE,NuPAGE Reduced Non main band MW 76 kDa,0,0.99938905
4939,BIO_CE-SDS_R,CE-SDS (Reduced) Unknown minor peak x >=LOQ 1,0,0.99954045
4940,BIO_CE-SDS_NR,CE-SDS (Non-Reduced) Unknown minor peak x >=LOQ 1,0,0.99954444
4941,BIO_CE-SDS_NR,CE-SDS (Non-Reduced) Unknown minor peak x >=LOQ 2,0,0.9995449
4942,BIO_CE-SDS_NR,CE-SDS (NR) RRT of Unknown minor peak > LOQ 2,0,0.9995357
4943,BIO_CE-SDS_NR,CE-SDS (NR) RRT of Unknown minor peak > LOQ 1,0,0.99953485
4944,BIO_CE-SDS_NR,CE-SDS (NR) RRT of Unknown minor peak > LOQ 4,0,0.9995346
4945,BIO_CE-SDS_NR,CE-SDS (NR) RRT of Unknown minor peak > LOQ 3,0,0.99953425
4946,BIO_CE-SDS_R,CE-SDS (R) RRT of Unknown minor peak > LOQ 1,0,0.9995338
4947,BIO_CE-SDS_R,CE-SDS (R) RRT of Unknown minor peak > LOQ 2,0,0.9995346
4948,BIOLOGICAL_ASSAY,Bioassay (relative potency),4,0.998089
4949,PARTICULATE_MATTER_MICROSCOPY,Microflow imaging >=5-10 micrometer particle,3,0.992257
4950,PARTICULATE_MATTER_MICROSCOPY,Microflow imaging >=25 micrometer particle,3,0.9922564
4951,PARTICULATE_MATTER_MICROSCOPY,Microflow imaging >=10-25 micrometer particle,3,0.9922734
4952,PARTICULATE_MATTER_MICROSCOPY,Microflow imaging >=2-5 micrometer particle,3,0.9922741
4953,CE_SDS,CE-SDS (Non-Reduced) Minor Peak 4 >= LOQ,0,0.9995384
4954,CE_SDS_2,CGE (Reduced) Sum of all LMW,0,0.9995158
4955,CE_SDS_2,CGE (Reduced) Sum of all HMW,0,0.9995179
4956,CE_SDS,CGE (non-reduced) Unknown Minor Peak >= DL 3,0,0.9995161
4957,CE_SDS,CGE (non-reduced) Sum of all LMW >= DL,0,0.99950206
4958,CE_SDS,CGE (non-reduced) Unknown Minor Peak >= DL 4,0,0.9995141
4959,CE_SDS,CGE (non-reduced) Intact Main Peak,0,0.99952984
4960,CE_SDS,CGE (non-reduced) Unknown Minor Peak >= DL 1,0,0.99951434
4961,CE_SDS,CGE (non-reduced) Sum of all HMW >= DL,0,0.9994993
4962,CE_SDS,CGE (non-reduced) Unknown Minor Peak >= DL 2,0,0.9995147
4963,CE_SDS,CGE (non-reduced) Unknown Minor Peak >= DL 5,0,0.999514
4964,CE_SDS,CE-SDS (Reduced) Unknown Minor Peak >= QL 4,0,0.99953556
4965,CE_SDS,CE-SDS (Reduced) Unknown Minor Peak >= QL 3,0,0.9995359
4966,CE_SDS_2,CE-SDS (Non-Reduced) Unknown Minor Peak >= QL 4,0,0.9995357
4967,CE_SDS_2,CE-SDS (Non-Reduced) Unknown Minor Peak >= QL 5,0,0.99953485
4968,SDS_PAGE,SDS PAGE (Reduced)_4 [Result] [Area of Non-Main Band],0,0.999532
4969,SDS_PAGE,SDS PAGE (Reduced)_1 [Result] [Area of Non-Main Band],0,0.9995321
4970,SDS_PAGE,SDS PAGE (Reduced)_3 [Result] [Area of Non-Main Band],0,0.9995322
4971,CE_HPLC,CEX-HPLC Post Peak,1,0.99954957
4972,RP_HPLC,RP HPLC nonPEGylated aCD28,2,0.9994473
4973,RP_HPLC,RP HPLC Post-Peak,2,0.9994166
4974,RP_HPLC,RP HPLC Pre-Peak,2,0.9994248
4975,SE_HPLC,SE-HPLC High Molecular Weight (HMW),2,0.9994511
4976,SE_HPLC,SE-HPLC Low Molecular Weight (LMW),2,0.9994479
4977,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak  2,0,0.99953127
4978,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak  3,0,0.9995308
4979,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak  1,0,0.9995315
4980,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak  4,0,0.9995316
4981,BIOLOGICAL_ASSAY_2,Bioassay (Result) [Potency],4,0.9981096
4982,BIO_CE-SDS_NR,CE-SDS (Non-reduced) Quantitation Limit,0,0.99954396
4983,PARTICULATE_MATTER_2,Subvisible Particles (HIAC) >= 10 micrometers,3,0.99211496
4984,CE_SDS_2,CE-SDS (Non-reduced) RRT of Unknown Minor Peak 1 >= LOQ,0,0.99953556
4985,CE_SDS_2,CE-SDS (Non-reduced) RRT of Unknown Minor Peak 2 >= LOQ,0,0.99953556
4986,CE_SDS_2,CE-SDS (Non-reduced) RRT of Unknown Minor Peak 4 >= LOQ,0,0.9995353
4987,CE_SDS_2,CE-SDS (Non-reduced) RRT of Unknown Minor Peak 5 >= LOQ,0,0.9995352
4988,CE_SDS_2,CE-SDS (Non-reduced) RRT of Unknown Minor Peak 3 >= LOQ,0,0.99953544
4989,CE_SDS_2,CGE (Non-Reduced) RRT for Unknown Minor Peak >= QL 3,0,0.9995233
4990,ICIEF,iCIEF (text result),1,0.999532
4991,CE_SDS_3,CGE (Reduced) Quantitation Limit,0,0.9995214
4992,CE_SDS_4,CGE (NR) Quantitation Limit,0,0.999366
4993,CE_SDS_2,CE-SDS (Reduced) RRT of Minor Peak 3 RRT >= LOQ,0,0.99953365
4994,RP_UPLC,RP-UPLC Purity - Total % Other Peaks Â¿ LOQ,2,0.9993907
4995,CE_SDS_2,CE-SDS (Reduced) Minor peak 1 >=LOQ,0,0.9995401
4996,ELISA,Potency (ELISA) binding capacity relative to reference stand,4,0.99825555
4997,CE_SDS_2,CE-SDS (Non-Reduced) Migration Time of Minor Peak3,0,0.9995384
4998,CE_SDS_2,CE-SDS (Non-Reduced) Migration Time of Minor Peak2,0,0.9995388
4999,CE_SDS_2,CE-SDS (Non-Reduced) Migration Time of Minor Peak1,0,0.9995382
5000,B7_BINDING_BIACORE_ASSAY,B7 Binding Biacore Assay (Result) [Surface Plasmon Resonance,4,0.9982488
5001,CE_SDS,CGE (non-reduced) RRT for Unknown Minor Peak >= DL 8,0,0.99952185
5002,CE_SDS,CGE (non-reduced) RRT for Unknown Minor Peak >= DL 7,0,0.9995239
5003,HPLC,Reversed Phase Main Peak,2,0.99932504
5004,CE_SDS,CE-SDS (Non-Reduced) A(Ng-lgG),0,0.9995227
5005,CE_SDS_2,CE-SDS (Non-Reduced) Migration Time of Minor Peak4,0,0.9995388
5006,SDS_PAGE,SDS-PAGE(Reduced) Sum of Intensity of Heavy and Light Chains,0,0.99953055
5007,CE_SDS_2,CE-SDS (Non-Reduced) Minor Peak 6 (>LOQ),0,0.9995358
5008,CE_SDS,CE-SDS (Reduced) Peak 7 >LOQ,0,0.9995403
5009,CE_SDS,CE-SDS (Reduced) Peak 6 >LOQ,0,0.9995403
5010,CE_SDS,CE-SDS (Reduced) Peak 4 >LOQ,0,0.9995401
5011,CE_SDS,CE-SDS (Reduced) Peak 3 >LOQ,0,0.9995395
5012,CE_SDS,CE-SDS (Reduced) Peak 2 >LOQ,0,0.9995402
5013,CE_SDS,CE-SDS (Reduced) Peak 5 >LOQ,0,0.99954045
5014,CE_SDS,CE-SDS (Reduced) Minor Peak 2 >= LOQ,0,0.99953985
5015,CE_SDS,CE-SDS (Reduced) Minor Peak 6 >= LOQ,0,0.9995396
5016,CE_SDS,CE-SDS (Reduced) Minor Peak 4 >= LOQ,0,0.9995401
5017,CE_SDS,CE-SDS (Reduced) Minor Peak 5 >= LOQ,0,0.9995401
5018,CE_SDS,CE-SDS (Reduced) Minor Peak 1 >= LOQ,0,0.99954
5019,CE_SDS_2,CE-SDS (Non-Reduced) Minor Peaks >= LOQ,0,0.9995338
5020,SDS_PAGE,NuPAGE Reduced Non-main band MW 80 kDa,0,0.99938786
5021,CE_SDS,CE-SDS (Non-Reduced) Sum of A(lgG) and A(NG-lgG)),0,0.9995246
5022,CE_SDS,CE-SDS 18 (result) [(Reduced) unknown imp RRT 1.43],0,0.99953127
5023,CE_SDS,CE-SDS 17 (result) [(Reduced) unknown imp RRT 1.36],0,0.9995322
5024,CE_SDS,CE-SDS 13 (result) [(Non-Reduced) unknown imp RRT 2.45],0,0.9995359
5025,CE_SDS,CE-SDS 10 (result) [(Non-Reduced) unknown imp RRT 1.38],0,0.99953496
5026,CE_SDS,CE-SDS 11 (result) [(Non-Reduced) unknown imp RRT 1.93],0,0.999534
5027,SDS_PAGE,NuPAGE Reduced Non main band MW 83 kDa,0,0.99939966
5028,SDS_PAGE,NuPAGE Reduced Non-main band MW 123 kDa,0,0.9994159
5029,SDS_PAGE,SDS-PAGE  (NR) minor band 3 MW = 163,0,0.9995122
5030,SDS_PAGE,NuPAGE Reduced Non-main band MW 112 kDa,0,0.9994023
5031,SDS_PAGE,Nu-PAGE Reduced Non main band MW 79 kDa,0,0.9993624
5032,CE_SDS_2,CE-SDS (Non-Reduced)Relative Migration Time of Minor Peaks,0,0.9995384
5033,CE_SDS,CE-SDS (Reduced)Relative Migration Time of Minor Peaks,0,0.9995321
5034,SDS_PAGE,SDS PAGE (Reduced)_3 (Result)(Nu-Page Reduced Area % Non-Mai,0,0.99951065
5035,CE_SDS,CE-SDS (Reduced) Unknown Minor Peak 6>= LOQ,0,0.9995359
5036,HPLC,RP-HPLC Pre-Peaks,2,0.9994166
5037,HPLC,RP-HPLC Main Peaks,2,0.9993598
5038,HPLC,RP-HPLC Post-Peaks,2,0.9994123
5039,CE_SDS_2,CGE (Reduced) Purity of heavy and light chain peaks,0,0.999537
5040,CE_SDS_2,CE-CGE (Reduced) Unknown Minor Peak >= QL 1,0,0.99949527
5041,CE_SDS_2,CE-SDS (Non-Reduced) Sum of all minor peaks >=QL,0,0.99953485
5042,CE_SDS_2,CE-CGE (Reduced) LC,0,0.9995334
5043,CE_SDS_2,CE-CGE (Reduced) HC,0,0.9995241
5044,BIO_SE-HPLC,LMW Species,2,0.9994336
5045,BIO_SE-HPLC,HMW Species,2,0.99943024
5046,ICIEF,iCIEF Basic Species Area,1,0.99951994
5047,ICIEF,iCIEF Acidic Species Area,1,0.9995473
5048,CE_SDS,CE-CGE (Non-Reduced) Sum of all minor peaks >=QL,0,0.9994728
5049,CE_SDS,CE-CGE (Non-Reduced) LC,0,0.9995314
5050,CE_SDS,CE-CGE (Non-Reduced) Unknown Minor Peak >= QL 1,0,0.9995115
5051,CE_SDS,CGE (Non-Reduced)  Purity (IgG Main Peak),0,0.9995345
5052,CE_SDS,CE-CGE (Non-Reduced) Unknown Minor Peak >= QL 3,0,0.9995123
5053,CE_SDS,CE-CGE (Non-Reduced) Unknown Minor Peak >= QL 2,0,0.99951136
5054,CE_SDS,CE-CGE (Non-Reduced) HHL,0,0.99952865
5055,CE_SDS,CE-SDS (Non-Reduced) Sum of Undefined Peaks,0,0.99953675
5056,CE_SDS_2,CE-SDS (Non-reduced) Migration Time of Minor Peak 3,0,0.9995384
5057,CE_SDS,CE-SDS (Non-Reduced) Minor Peaks (>=LOQ),0,0.9995326
5058,SDS_PAGE,SDS-PAGE  (NR) minor band 3 MW =171,0,0.9995134
5059,POTENCY_PERCENT_OF_INITIAL,Theoretical Potency,4,0.99739397
5060,CE_SDS,CE-SDS (Reduced) Quatitation Limit,0,0.9995419
5061,CE_SDS_2,CE-SDS (Non-Reduced) Relative Migration Time of Minor Peaks,0,0.9995384
5062,SDS_PAGE,SDS-PAGE  (NR) minor band 7 MW =37,0,0.99951065
5063,SDS_PAGE,SDS-PAGE  (NR) minor band 5 MW =166,0,0.9995097
5064,SDS_PAGE,SDS PAGE (Non-Reduced) Purity of Minor Band 8,0,0.99953926
5065,SDS_PAGE,SDS-PAGE  (NR) minor band 3 MW =176,0,0.99951553
5066,SDS_PAGE,SDS-PAGE  (NR) minor band 8 MW =29,0,0.999511
5067,SDS_PAGE,SDS PAGE (Reduced) Purity of Minor Band 5,0,0.9995364
5068,SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW =179,0,0.9995135
5069,SDS_PAGE,SDS-PAGE  (NR) minor band 6 MW =142,0,0.99951077
5070,SDS_PAGE,SDS PAGE (Non-Reduced) Purity of Minor Band 9,0,0.9995378
5071,CE_SDS,CE-SDS (Non-reduced) RRT of Unknown Minor Peak >= LOQ 3,0,0.9995339
5072,CE_SDS,CE-SDS (Non-reduced) RRT of Unknown Minor Peak >= LOQ 4,0,0.9995345
5073,CE_SDS,CE-SDS (Non-reduced) RRT of Unknown Minor Peak >= LOQ 5,0,0.9995345
5074,CE_SDS,[CE-SDS (Non-reduced) A(HHL)],0,0.99952936
5075,CE_SDS,CE-SDS (Non-reduced) Detection Limit,0,0.99953306
5076,CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak 7>= LOQ,0,0.9995316
5077,CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak 8>= LOQ,0,0.9995315
5078,CE_SDS_2,CE-SDS (Non-reduced) RRT of Unknown Minor Peak 7>= LOQ,0,0.9995353
5079,CE_SDS_2,CE-SDS (Non-reduced) RRT of Unknown Minor Peak 6>= LOQ,0,0.9995351
5080,CE_SDS_2,CE-SDS (Non-reduced) RRT of Unknown Minor Peak >= LOQ,0,0.9995358
5081,CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ,0,0.9995316
5082,SDS_PAGE,SDS-PAGE  (R) minor band 1 MW = 95,0,0.99950576
5083,CE_SDS_2,CE-SDS (R) RRT of Minor Peak 7>=QL,0,0.9995316
