Analysis,Attribute,parent_class,parent_class_prob,child_class,child_class_prob,predicted_class
CE_SDS,CE-SDS (Non-Reduced) Minor Peaks (>=LOQ) - 1,0,0.99960095,2,0.99967825,ce-sds (non-reduced) purity
POLYSORBATE_80,Polysorbate 80 Content,7,0.9977387,1,1.0,polysorbate 80
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=178,0,0.9995894,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=170,0,0.999587,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,NuPAGE Reduced Non-main band MW  112 kDa,0,0.9995395,4,0.9999877,sds-page (non-reduced) purity
SDS_PAGE,NuPAGE Reduced non main band MW 78 kDa,0,0.9995152,4,0.99993265,sds-page (non-reduced) purity
CE_SDS,CE-SDS (Reduced) RRT for Unknown Minor Peak >= QL 2,0,0.99960023,1,0.71155256,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced) RRT for Unknown Minor Peak >= QL 1,0,0.99960035,1,0.71155256,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced) RRT for Unknown Minor Peak >= QL 3,0,0.9996,1,0.71155256,ce-sds (non-reduced) hhl
SDS_PAGE,Nu-Page Reduced Non-main band MW       83  kD,0,0.99957067,4,1.0,sds-page (non-reduced) purity
SDS_PAGE,Nu-Page Reduced Non-main band MW     122    kD,0,0.99957186,4,1.0,sds-page (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced) Minor Peak 3 (>LOQ),0,0.9996056,2,0.9888282,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced) Minor Peak 4 (>LOQ),0,0.9996061,2,0.9888282,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak 8 (>LOQ),0,0.99960476,3,0.7140792,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak 10 (>LOQ),0,0.9995982,3,0.7140792,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak 7 (>LOQ),0,0.9996057,3,0.7140792,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak 11 (>LOQ),0,0.9996044,3,0.7140792,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak 12 (>LOQ),0,0.9996051,3,0.7140792,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak 9 (>LOQ),0,0.9996055,3,0.7140792,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak >= LOQ 1,0,0.9995976,3,0.7140792,ce-sds (reduced) purity
CE_SDS,CE-SDS (Non-reduced) Unknown Minor Peak >=QL 1,0,0.99960405,1,0.9999584,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced) Unknown Minor Peak >= LOQ,0,0.9995988,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced) Unknown Minor Peak >=LOQ,0,0.999602,2,0.9969025,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-Reduced) Sum of Minor Peaks >= LOQ,0,0.99960214,2,0.9999994,ce-sds (non-reduced) purity
POLYSORBATE_80,PS80,7,0.997672,1,1.0,polysorbate 80
CE_SDS_2,CE-SDS (Reduced) Unknown minor peak >= LOQ 2,0,0.9995975,2,0.6372362,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-reduced) Unknown Minor Peak >=LOQ 6,0,0.99960095,2,0.9969025,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) minor peak >= LOQ 5,0,0.9995963,3,0.7915592,ce-sds (reduced) purity
BIO_SE-HPLC,SE-HPLC High Molecular Weight(HMW) Species,2,0.99949884,2,0.9981931,se-hplc hmw
BIO_SE-HPLC,SE-HPLC Low Molecular Weight(LMW) Species,2,0.99949706,3,0.97268605,se-hplc lmw
SE_HPLC,SEC-HPLC Main Peak,2,0.99940586,1,0.76180595,rp-hplc purity
CE_SDS,CE SDS  (Non-Reduced) HMW,0,0.99960524,2,0.8874734,ce-sds (non-reduced) purity
CE_SDS,CE SDS (Non-Reduced) LMW,0,0.99960476,2,0.80071354,ce-sds (non-reduced) purity
CE_SDS,CE SDS  (Non-Reduced) Major Peaks,0,0.99959844,2,0.9090783,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Major Peaks (HC+LC),0,0.99960643,3,0.9731793,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (Non-Reduced) Unknown Minor Peak < LOQ 2,0,0.9996074,2,0.99650586,ce-sds (non-reduced) purity
SE_HPLC,SE-UPLC (Ides Digest) Sum-Clipped Species,2,0.99950314,6,0.87878966,se-uplc lmw
SE_HPLC,SE-UPLC (Ides Digest) Mono-clipped Species,2,0.999496,7,0.9447048,se-uplc monomer
SE_HPLC,SE-UPLC (Ides Digest) Di-clipped Species,2,0.9994823,7,0.78165907,se-uplc monomer
BIO_CE-SDS_R,CE-SDS (Reduced) Unknown minor peak x >=LOQ,0,0.99959785,3,0.99973816,ce-sds (reduced) purity
BIO_CE-SDS_NR,CE-SDS (Non-Reduced) Unknown minor peak x >=LOQ,0,0.99960047,2,0.99999213,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 3 >=LOQ,0,0.999597,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 4 >=LOQ,0,0.99959713,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 2 >=LOQ,0,0.9995969,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 1 >=LOQ,0,0.99959964,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 3 >=LOQ,0,0.9996007,2,0.99650586,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) HHL ,0,0.99959534,1,0.9999763,ce-sds (non-reduced) hhl
BIO_CE-SDS_R,CE-SDS (NR) RRT of Unknown Minor Peak >= LOQ 1,0,0.9995665,2,0.9999031,ce-sds (non-reduced) purity
ELISA_2,ELISA (Result),4,0.9991372,2,0.9485945,potency by binding elisa
CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak 4,0,0.9996019,2,0.98290193,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 6 >= LOQ,0,0.99960166,2,0.99650586,ce-sds (non-reduced) purity
CE_SDS_2,CGE (reduced) RRT for Unknown Minor Peak >= QL 8,0,0.99955076,3,0.74117607,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (R) RRT of Minor Peak 1 >=QL,0,0.9995914,3,0.9804253,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (R) RRT of Minor Peak 4 >=QL,0,0.99959224,3,0.9804253,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (R) RRT of Minor Peak 7 >=QL,0,0.99959236,3,0.9804253,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (R) RRT of Minor Peak 6 >=QL,0,0.9995927,3,0.9804253,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (R) RRT of Minor Peak 9 >=QL,0,0.99959344,3,0.9804253,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (R) RRT of Minor Peak 5 >=QL,0,0.99959177,3,0.9804253,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (R) RRT of Minor Peak 3 >=QL,0,0.9995906,3,0.9804253,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (R) RRT of Minor Peak 2 >=QL,0,0.9995901,3,0.9804253,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (R) RRT of Minor Peak 8 >=QL,0,0.99959284,3,0.9804253,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak < LOQ 2,0,0.9996045,2,0.9999995,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) Relative Migration Time of Minor Peak 8,0,0.9996031,1,0.44640148,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced) Relative Migration Time of Minor Peak 7,0,0.999603,1,0.44640148,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ6,0,0.9996013,2,0.95867044,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ5,0,0.9996001,2,0.98234874,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ4,0,0.9996006,2,0.9681372,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ7,0,0.9996019,2,0.9833734,ce-sds (non-reduced) purity
CE_SDS_3,CGE (Reduced) RRT of Unknown Minor Peak 3 >= QL,0,0.99955887,3,0.96655524,ce-sds (reduced) purity
CE_SDS_3,CGE (Reduced) RRT of Unknown Minor Peak 4 >= QL,0,0.999561,3,0.96655524,ce-sds (reduced) purity
SE_HPLC,SEC-UPLC Di-Clipped Species,2,0.9994773,6,0.4484371,se-uplc lmw
SE_HPLC,SEC-UPLC Mono-Clipped Species,2,0.99949896,7,0.7948701,se-uplc monomer
CE_HPLC_2,CEX Main Peak Cumulative Area,1,0.9997284,9,0.999956,cex main peak
CE_HPLC_2,CEX Basic Peaks Cumulative Area,1,0.9997317,8,0.9991148,cex basic peaks
CE_HPLC_2,CEX Acidic Peaks Cumulative Area,1,0.9997303,7,0.9994741,cex acidic peaks
SE_HPLC_4,SE-HPLC HMW (Area) Peak 2,2,0.99951017,2,0.9997216,se-hplc hmw
SE_HPLC_4,SE-HPLC Purity,2,0.999463,4,0.80658793,se-hplc monomer
SE_HPLC_4,SE-HPLC LMW (Area) Peak 1,2,0.9995074,3,0.999694,se-hplc lmw
SE_HPLC_4,SE-HPLC HMW (Area) Peak 1,2,0.9995085,2,0.9997216,se-hplc hmw
ICIEF,Additional Peaks pI Range 5.85 - 7.40,1,0.999458,5,0.89567965,icief basic peaks
CE_SDS_2,CE-SDS (reduced) Unknown Minor Peak >=QL 1,0,0.9996014,1,0.9968451,ce-sds (non-reduced) hhl
HPLC,HIC-HPLC IsoAsp,2,0.9693545,1,0.5346678,rp-hplc purity
SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW = 171,0,0.9995915,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,CE-SDS Reduced Sum of Heavy and Light Chains,0,0.99959725,5,0.8974265,sds-page (reduced) purity
SE_HPLC,Size Exclusion Chromatography Aggregates,2,0.99934417,3,0.32883382,se-hplc lmw
SDS_PAGE_2,CE-SDS Non Reduced Main Peak,0,0.99960583,1,0.69066465,ce-sds (non-reduced) hhl
SDS_PAGE,SDS-PAGE (Reduced) Purity of Minor Band 2,0,0.9996062,4,0.5420618,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 3 MW=172,0,0.9995883,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (R) minor band 1 MW=46,0,0.99959344,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=175,0,0.999589,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (Reduced) Purity of Minor Band 1,0,0.9996055,4,0.5420618,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (R) minor band 2 MW=15,0,0.9995926,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (Reduced) Molecular Weight of Minor Band 1,0,0.99960047,5,0.74097216,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecular Weight Minor Band 3,0,0.9996013,5,0.9394607,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight Minor Band 2,0,0.9996025,4,0.99949944,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight Minor Band 6,0,0.9996039,4,0.99949944,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight Minor Band 5,0,0.9996019,4,0.99949944,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecular Weight Minor Band 1,0,0.9996025,5,0.9394607,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecular Weight Minor Band 2,0,0.99960285,5,0.9394607,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight Minor Band 4,0,0.9996026,4,0.99949944,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecular Weight Minor Band 5,0,0.9996024,5,0.9394607,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight Minor Band 3,0,0.9996012,4,0.99949944,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecular Weight Minor Band 4,0,0.99960274,5,0.9394607,sds-page (reduced) purity
CE_SDS,CE-SDS (Reduced)  Relative Migration Time Minor Peak 6,0,0.9996006,1,0.9576444,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced)  Relative Migration Time Minor Peak 3,0,0.9996006,1,0.9576444,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced)  Relative Migration Time Minor Peak 4,0,0.99960095,1,0.9576444,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced)  Relative Migration Time Minor Peak 2,0,0.9996013,1,0.9576444,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced)  Relative Migration Time Minor Peak 5,0,0.9996013,1,0.9576444,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced)  Relative Migration Time Minor Peak 1,0,0.9996012,1,0.9576444,ce-sds (non-reduced) hhl
PARTICULATE_MATTER_MICRO_2,Particulate Matter >= 10 micrometers,3,0.9984164,1,0.86753005,particulate-matter >= 10-um
BIOASSAY,Cell Based Bioasay Nivolumab,4,0.99923134,1,0.99999833,potency by cell-based bioassay
BIOASSAY,Cell Based Bioassay  Ipilimumab,4,0.9992612,1,0.99999976,potency by cell-based bioassay
PARTICULATE_MATTER_2,Particulate Matter (HIAC) >=5 micrometers,3,0.9984113,1,0.7254182,particulate-matter >= 10-um
PARTICULATE_MATTER_2,Particulate Matter (HIAC) >=2 micrometers,3,0.9984053,1,0.7254182,particulate-matter >= 10-um
PARTICULATE_MATTER_2,Particulate Matter (HIAC) >=3 micrometers,3,0.99841356,1,0.7254182,particulate-matter >= 10-um
SDS_PAGE,NuPAGE Reduced Non-main band MW 82 kDa,0,0.9995332,4,0.9999877,sds-page (non-reduced) purity
SDS_PAGE,NuPAGE Reduced Non-main band MW 118 kDa,0,0.99954176,4,0.9999877,sds-page (non-reduced) purity
SDS_PAGE,NuPAGE Reduced Non-main band MW 111 kDa,0,0.999529,4,0.9999877,sds-page (non-reduced) purity
SDS_PAGE,NuPAGE Reduced Non-main band MW 77 kDa,0,0.9995351,4,0.9999877,sds-page (non-reduced) purity
CE_SDS,CE-SDS (Reduced)RRT of Unknown Minor Peak 6 >= LOQ,0,0.9996001,2,0.988881,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced)RRT of Unknown Minor Peak 5 >= LOQ,0,0.9995994,2,0.988881,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-Reduced)RRT of Unknown Minor Peak 7 >= LOQ,0,0.9996007,2,0.9999995,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-Reduced)RRT of Unknown Minor Peak 6 >= LOQ,0,0.99960023,2,0.9999995,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-Reduced)RRT of Unknown Minor Peak 8 >= LOQ,0,0.99960047,2,0.9999995,ce-sds (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=179,0,0.9995914,4,0.9997539,sds-page (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Sum of A(lgG),0,0.99960166,2,0.99998033,ce-sds (non-reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 1 MW = 174,0,0.99959475,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW = 164,0,0.99959344,4,0.9997539,sds-page (non-reduced) purity
CE_SDS,CE-SDS 11 (result) [CE-SDS(Non-Reduced) unknown imp RRT],0,0.9995896,2,0.99992204,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) unknown imp RRT 1.98,0,0.9996055,2,0.9998091,ce-sds (non-reduced) purity
CE_HPLC,CEX HPLC Early Pre-Peaks,1,0.99951327,8,0.6936829,cex basic peaks
HPLC,AEX Total Acidic Peaks,1,0.9997298,10,0.997456,aex acidic peaks
HPLC,AEX Total Basic Peaks,1,0.99973065,11,0.9985216,aex basic peaks
CE_SDS,CE-SDS (Reduced) Minor Peak >= QL 2,0,0.99960047,1,0.99398524,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Non-reduced) RRT for Unknown Minor Peak >=QL 1,0,0.99960226,1,0.9839924,ce-sds (non-reduced) hhl
PARTICULATE_MATTER,Particulate Matter  >= 5 micrometers,3,0.9983746,1,0.5410138,particulate-matter >= 10-um
RP_UPLC,Protein ratio (Ipilimumab/nivolumab),2,0.99931955,1,0.9999684,rp-hplc purity
BIOLOGICAL_ASSAY_2,Bioassay (Cell-Based),4,0.99928004,1,1.0,potency by cell-based bioassay
SDS_PAGE,SDS PAGE (Reduced) Purity Minor Band 3,0,0.999603,5,0.80118245,sds-page (reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 5 MW=140,0,0.9995896,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Purity Minor Band 1,0,0.9996025,5,0.80118245,sds-page (reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 6 MW=37,0,0.9995907,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Purity Minor Band 2,0,0.99960583,4,0.99983704,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Purity Minor Band 5,0,0.9996057,4,0.99983704,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Purity Minor Band 4,0,0.9996063,4,0.99983704,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (R) minor band 3 MW=14,0,0.9995944,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (R) minor band 2 MW=42,0,0.9995919,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 3 MW=175,0,0.99958736,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=178,0,0.99958986,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 4 MW=168,0,0.99959475,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Purity Minor Band 2,0,0.9996038,5,0.80118245,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Purity Minor Band 3,0,0.9996051,4,0.99983704,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Purity Minor Band 4,0,0.99960405,5,0.80118245,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Purity Minor Band 6,0,0.99960655,4,0.99983704,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Purity Minor Band 5,0,0.99960417,5,0.80118245,sds-page (reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 1 MW = 162,0,0.99959,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 1 MW = 176,0,0.99959224,4,0.9997539,sds-page (non-reduced) purity
HPLC,RP-HPLC Post-peaks,2,0.9994436,1,1.0,rp-hplc purity
CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 13,0,0.99952817,3,0.8822041,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 9,0,0.9995222,3,0.8822041,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 15,0,0.9995278,3,0.8822041,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 8,0,0.99952674,3,0.8822041,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 12,0,0.99952304,3,0.8822041,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 10,0,0.99951816,3,0.8822041,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 11,0,0.9995223,3,0.8822041,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 14,0,0.9995278,3,0.8822041,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 7,0,0.9995229,3,0.8822041,ce-sds (reduced) purity
CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 12,0,0.9995504,2,0.99995935,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 15,0,0.9995548,2,0.99995935,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 7,0,0.99954873,2,0.99995935,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 11,0,0.9995486,2,0.99995935,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 9,0,0.999549,2,0.99995935,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 13,0,0.9995524,2,0.99995935,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 14,0,0.99955565,2,0.99995935,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 10,0,0.9995448,2,0.99995935,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-Reduced) Migration of Minor Peak >= QL 3,0,0.9996025,1,0.9980901,ce-sds (non-reduced) hhl
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight of Minor Band 9,0,0.99960333,4,0.9999542,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecular Weight of Minor Band 5,0,0.99960095,5,0.74097216,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight of Minor Band 8,0,0.99960214,4,0.9999542,sds-page (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Number of Minor Peak 2 (>LOQ),0,0.99960476,2,0.9999857,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Number of Minor Peak 1 (>LOQ),0,0.9996043,2,0.9999857,ce-sds (non-reduced) purity
ICIEF,iCIEF number of peaks,1,0.99971515,2,0.769996,ief basic peaks
CE_SDS,CE-SDS (Non-reduced)Relative  Migration time of minor peaks,0,0.99960715,2,0.99921846,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak >=LOQ,0,0.99959964,3,0.7140792,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced): Purity,0,0.9995937,3,0.83008456,ce-sds (reduced) purity
SE_HPLC,MM-SE Pre Peaks 1,2,0.99941874,3,0.6229797,se-hplc lmw
SE_HPLC,SE Mixed Mode,2,0.9994967,3,0.4137766,se-hplc lmw
CE_SDS_2,CE-SDS (Non-Reduced): Limit of Quantitation for Resolved Min,0,0.9996001,2,0.99998546,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced): Purity,0,0.9995989,2,0.9996147,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-Reduced): Limit of Quantitation for RRT 2.04,0,0.9995969,2,0.999998,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-Reduced): Minor Peak >= LOQ,0,0.9995999,2,0.9871538,ce-sds (non-reduced) purity
CE_SDS_2,CGE (Reduced)  Total HMW,0,0.99958915,3,0.48603818,ce-sds (reduced) purity
CE_SDS,CGE (Non-Reduced)  Total HMW,0,0.99959224,2,0.8973997,ce-sds (non-reduced) purity
BIO_SE-HPLC,Low Molecular Weight (HMW) Species,2,0.9995078,5,0.71920174,se-uplc hmw
CE_SDS_2,CE-SDS (Reduced) Purity (LC+HC+NGHC),0,0.99960786,3,0.9998035,ce-sds (reduced) purity
CE_HPLC,CEX-HPLC Basic Region,1,0.99971265,8,0.98584867,cex basic peaks
CE_HPLC,CEX-HPLC Acidic Region,1,0.99970967,7,0.99826616,cex acidic peaks
CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 7,0,0.9995321,3,0.9843125,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 10,0,0.9995073,3,0.9843125,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 15,0,0.9995265,3,0.9843125,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 11,0,0.99952483,3,0.9843125,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 12,0,0.99952877,3,0.9843125,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 13,0,0.99952805,3,0.9843125,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 9,0,0.9995258,3,0.9843125,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 14,0,0.99952865,3,0.9843125,ce-sds (reduced) purity
CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= LOQ 8,0,0.99953127,3,0.9843125,ce-sds (reduced) purity
CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 14,0,0.9995585,2,0.98942417,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 10,0,0.99954,2,0.98942417,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 8,0,0.9995577,2,0.98942417,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 6,0,0.9995546,2,0.98942417,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 15,0,0.9995566,2,0.98942417,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 9,0,0.99955434,2,0.98942417,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 12,0,0.9995567,2,0.98942417,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 7,0,0.99955875,2,0.98942417,ce-sds (non-reduced) purity
CE_SDS,CGE (Non-Reduced) Unknown Minor Peak >= LOQ 13,0,0.99955434,2,0.98942417,ce-sds (non-reduced) purity
BIOLOGICAL_ASSAY,LAG3 Potency (Cell-Based),4,0.99925035,1,0.99999976,potency by cell-based bioassay
BIOLOGICAL_ASSAY,Potency (Cell-Based Bioassay),4,0.9992774,1,1.0,potency by cell-based bioassay
